property,extreme_class,class_label,rank_after_seeded_shuffle,global_row_index,property_value,used_for_svm_fit
HBA,low,0,49,21325,0.0,True
HBA,low,0,50,28207,0.0,True
HBA,low,0,51,16328,0.0,True
HBA,low,0,52,12650,0.0,True
HBA,low,0,53,28023,0.0,True
HBA,low,0,54,7978,0.0,True
HBA,low,0,55,41264,0.0,True
HBA,low,0,56,11393,0.0,True
HBA,low,0,57,30687,0.0,True
HBA,low,0,58,33690,0.0,True
HBA,low,0,59,35356,0.0,True
HBA,low,0,60,16875,0.0,True
HBA,low,0,61,34517,0.0,True
HBA,low,0,62,38416,0.0,True
HBA,low,0,63,16547,0.0,True
HBA,low,0,64,23483,0.0,True
HBA,low,0,65,14999,0.0,True
HBA,low,0,66,34689,0.0,True
HBA,low,0,67,38050,0.0,True
HBA,low,0,68,37639,0.0,True
HBA,low,0,69,33132,0.0,True
HBA,low,0,70,2547,0.0,True
HBA,low,0,71,12055,0.0,True
HBA,low,0,72,4396,0.0,True
HBA,low,0,73,28318,0.0,True
HBA,low,0,74,1617,0.0,True
HBA,low,0,75,2412,0.0,True
HBA,low,0,76,14716,0.0,True
HBA,low,0,77,35183,0.0,True
HBA,low,0,78,20365,0.0,True
HBA,low,0,79,11231,0.0,True
HBA,low,0,80,23884,0.0,True
HBA,low,0,81,16273,0.0,True
HBA,low,0,82,19282,0.0,True
HBA,low,0,83,3331,0.0,True
HBA,low,0,84,6439,0.0,True
HBA,low,0,85,21050,0.0,True
HBA,low,0,86,20269,0.0,True
HBA,low,0,87,19923,0.0,True
HBA,low,0,88,30670,0.0,True
HBA,low,0,89,44139,0.0,True
HBA,low,0,90,14845,0.0,True
HBA,low,0,91,15354,0.0,True
HBA,low,0,92,34378,0.0,True
HBA,low,0,93,443,0.0,True
HBA,low,0,94,11036,0.0,True
HBA,low,0,95,2474,0.0,True
HBA,low,0,96,13441,0.0,True
HBA,low,0,97,30751,0.0,True
HBA,low,0,98,24607,0.0,True
HBA,low,0,99,23641,0.0,True
HBA,low,0,100,25870,0.0,True
HBA,low,0,101,41085,0.0,True
HBA,low,0,102,21572,0.0,True
HBA,low,0,103,18831,0.0,True
HBA,low,0,104,6398,0.0,True
HBA,low,0,105,10108,0.0,True
HBA,low,0,106,30911,0.0,True
HBA,low,0,107,15102,0.0,True
HBA,low,0,108,22701,0.0,True
HBA,low,0,109,3140,0.0,True
HBA,low,0,110,16745,0.0,True
HBA,low,0,111,3479,0.0,True
HBA,low,0,112,5133,0.0,True
HBA,low,0,113,39491,0.0,True
HBA,low,0,114,1314,0.0,True
HBA,low,0,115,6635,0.0,True
HBA,low,0,116,40696,0.0,True
HBA,low,0,117,1223,0.0,True
HBA,low,0,118,43150,0.0,True
HBA,low,0,119,15390,0.0,True
HBA,low,0,120,9398,0.0,True
HBA,low,0,121,16642,0.0,True
HBA,low,0,122,20940,0.0,True
HBA,low,0,123,42325,0.0,True
HBA,low,0,124,30589,0.0,True
HBA,low,0,125,2463,0.0,True
HBA,low,0,126,8740,0.0,True
HBA,low,0,127,43806,0.0,True
HBA,low,0,128,7372,0.0,True
HBA,low,0,129,3888,0.0,True
HBA,low,0,130,5565,0.0,True
HBA,low,0,131,19036,0.0,True
HBA,low,0,132,20501,0.0,True
HBA,low,0,133,24968,0.0,True
HBA,low,0,134,1706,0.0,True
HBA,low,0,135,33299,0.0,True
HBA,low,0,136,14110,0.0,True
HBA,low,0,137,21761,0.0,True
HBA,low,0,138,17518,0.0,True
HBA,low,0,139,41685,0.0,True
HBA,low,0,140,40061,0.0,False
HBA,low,0,141,6067,0.0,False
HBA,low,0,142,42905,0.0,False
HBA,low,0,143,33260,0.0,False
HBA,low,0,144,23733,0.0,False
HBA,low,0,145,36110,0.0,False
HBA,low,0,146,4703,0.0,False
HBA,low,0,147,41415,0.0,False
HBA,low,0,148,10367,0.0,False
HBA,low,0,149,21154,0.0,False
HBA,low,0,150,34965,0.0,False
HBA,low,0,151,8429,0.0,False
HBA,low,0,152,19028,0.0,False
HBA,low,0,153,36761,0.0,False
HBA,low,0,154,8226,0.0,False
HBA,low,0,155,20654,0.0,False
HBA,low,0,156,33777,0.0,False
HBA,low,0,157,6466,0.0,False
HBA,low,0,158,40379,0.0,False
HBA,low,0,159,21515,0.0,False
HBA,low,0,160,15605,0.0,False
HBA,low,0,161,25433,0.0,False
HBA,low,0,162,39745,0.0,False
HBA,low,0,163,29181,0.0,False
HBA,low,0,164,39691,0.0,False
HBA,low,0,165,38672,0.0,False
HBA,low,0,166,31031,0.0,False
HBA,low,0,167,29539,0.0,False
HBA,low,0,168,22564,0.0,False
HBA,low,0,169,32951,0.0,False
HBA,low,0,170,26646,0.0,False
HBA,low,0,171,40920,0.0,False
HBA,low,0,172,14936,0.0,False
HBA,low,0,173,6845,0.0,False
HBA,low,0,174,38337,0.0,False
HBA,low,0,175,11074,0.0,False
HBA,low,0,176,43636,0.0,False
HBA,low,0,177,13014,0.0,False
HBA,low,0,178,19303,0.0,False
HBA,low,0,179,37129,0.0,False
HBA,low,0,180,1733,0.0,False
HBA,low,0,181,13450,0.0,False
HBA,low,0,182,41984,0.0,False
HBA,low,0,183,9037,0.0,False
HBA,low,0,184,4371,0.0,False
HBA,low,0,185,34314,0.0,False
HBA,low,0,186,29353,0.0,False
HBA,low,0,187,6129,0.0,False
HBA,low,0,188,20191,0.0,False
HBA,low,0,189,16338,0.0,False
HBA,low,0,190,19379,0.0,False
HBA,low,0,191,38826,0.0,False
HBA,low,0,192,17981,0.0,False
HBA,low,0,193,19615,0.0,False
HBA,low,0,194,40835,0.0,False
HBA,low,0,195,885,0.0,False
HBA,low,0,196,33765,0.0,False
HBA,low,0,197,419,0.0,False
HBA,low,0,198,6267,0.0,False
HBA,low,0,199,12404,0.0,False
TPSA,high,1,0,565835,206.6,True
TPSA,high,1,1,353636,249.82,True
TPSA,high,1,2,248299,211.89,True
TPSA,high,1,3,45060,236.65,True
TPSA,high,1,4,422308,239.96,True
TPSA,high,1,5,87732,273.24999999999994,True
TPSA,high,1,6,2536,218.81,True
TPSA,high,1,7,138777,203.54,True
TPSA,high,1,8,637663,207.26999999999995,True
TPSA,high,1,9,83890,229.63,True
TPSA,high,1,10,273705,253.24,True
TPSA,high,1,11,571019,202.54,True
TPSA,high,1,12,245491,213.27999999999997,True
TPSA,high,1,13,254717,250.58,True
TPSA,high,1,14,89898,207.93,True
TPSA,high,1,15,262277,200.49,True
TPSA,high,1,16,317944,201.15,True
TPSA,high,1,17,613658,242.51,True
TPSA,high,1,18,206638,208.87,True
TPSA,high,1,19,425524,233.42,True
TPSA,high,1,20,667381,211.42,True
TPSA,high,1,21,455818,201.25,True
TPSA,high,1,22,492654,205.05,True
TPSA,high,1,23,477039,210.54,True
TPSA,high,1,24,739352,201.4,True
TPSA,high,1,25,436778,205.88,True
TPSA,high,1,26,662048,250.31999999999996,True
TPSA,high,1,27,480239,200.53,True
TPSA,high,1,28,481512,207.37,True
TPSA,high,1,29,175425,204.55,True
TPSA,high,1,30,515648,219.84,True
TPSA,high,1,31,3401,220.96,True
TPSA,high,1,32,43927,213.51999999999995,True
TPSA,high,1,33,785565,233.28,True
TPSA,high,1,34,619093,271.54,True
TPSA,high,1,35,128009,215.16,True
TPSA,high,1,36,701720,206.96,True
TPSA,high,1,37,151382,209.85,True
TPSA,high,1,38,300821,202.77,True
TPSA,high,1,39,490486,214.36999999999995,True
TPSA,high,1,40,666003,201.28,True
TPSA,high,1,41,239919,247.64,True
TPSA,high,1,42,212282,304.74,True
TPSA,high,1,43,432612,248.39,True
TPSA,high,1,44,393749,203.46,True
TPSA,high,1,45,315567,222.02,True
TPSA,high,1,46,335790,213.52,True
TPSA,high,1,47,452943,272.13000000000005,True
TPSA,high,1,48,331479,229.75,True
TPSA,high,1,49,276881,217.6,True
TPSA,high,1,50,617820,217.85,True
TPSA,high,1,51,102099,213.88,True
TPSA,high,1,52,56173,216.9,True
TPSA,high,1,53,551308,248.45,True
TPSA,high,1,54,290705,213.1,True
TPSA,high,1,55,555303,209.85,True
TPSA,high,1,56,488990,202.35,True
TPSA,high,1,57,294410,215.01,True
TPSA,high,1,58,626544,313.92,True
TPSA,high,1,59,187538,217.22,True
TPSA,high,1,60,731936,247.94000000000003,True
TPSA,high,1,61,601383,291.17999999999995,True
TPSA,high,1,62,439182,207.99,True
TPSA,high,1,63,188309,218.06,True
TPSA,high,1,64,20436,221.89,True
TPSA,high,1,65,532764,213.52,True
TPSA,high,1,66,25987,229.69,True
TPSA,high,1,67,609105,222.92999999999995,True
TPSA,high,1,68,297042,232.37999999999997,True
TPSA,high,1,69,403223,248.39,True
TPSA,high,1,70,104586,205.37,True
TPSA,high,1,71,314717,268.67999999999995,True
TPSA,high,1,72,601429,212.38,True
TPSA,high,1,73,132883,211.56,True
TPSA,high,1,74,28039,317.11999999999995,True
TPSA,high,1,75,783421,199.94000000000003,True
TPSA,high,1,76,648923,216.97000000000003,True
TPSA,high,1,77,613013,223.58999999999995,True
TPSA,high,1,78,144010,212.31,True
TPSA,high,1,79,349773,218.36,True
TPSA,high,1,80,473495,238.86,True
TPSA,high,1,81,216857,210.51,True
TPSA,high,1,82,489380,204.55,True
TPSA,high,1,83,73652,201.69,True
TPSA,high,1,84,364881,268.67999999999995,True
TPSA,high,1,85,315816,204.96,True
TPSA,high,1,86,554080,210.79,True
TPSA,high,1,87,87713,279.68,True
TPSA,high,1,88,602804,217.6,True
TPSA,high,1,89,472144,211.15999999999997,True
TPSA,high,1,90,567482,234.17,True
TPSA,high,1,91,725497,203.08,True
TPSA,high,1,92,448879,209.76,True
TPSA,high,1,93,514327,211.23,True
TPSA,high,1,94,174788,210.79,True
TPSA,high,1,95,596313,201.11,True
TPSA,high,1,96,637405,207.78000000000003,True
TPSA,high,1,97,268156,210.27,True
TPSA,high,1,98,637747,213.27999999999997,True
TPSA,high,1,99,575173,203.57,True
TPSA,high,1,100,184939,200.53,True
TPSA,high,1,101,134174,217.6,True
TPSA,high,1,102,452735,236.76,True
TPSA,high,1,103,309581,216.59999999999997,True
TPSA,high,1,104,612563,210.79,True
TPSA,high,1,105,349145,254.23999999999995,True
TPSA,high,1,106,525065,200.77,True
TPSA,high,1,107,25290,219.49,True
TPSA,high,1,108,107820,205.31,True
TPSA,high,1,109,786579,211.56,True
TPSA,high,1,110,239649,202.44,True
TPSA,high,1,111,787816,220.67999999999995,True
TPSA,high,1,112,632515,200.04,True
TPSA,high,1,113,698448,212.65,True
TPSA,high,1,114,626726,216.47,True
TPSA,high,1,115,39944,213.56,True
TPSA,high,1,116,752935,219.88,True
TPSA,high,1,117,443598,211.56,True
TPSA,high,1,118,770681,253.01999999999995,True
TPSA,high,1,119,85056,206.85000000000005,True
TPSA,high,1,120,528659,215.11,True
TPSA,high,1,121,166526,214.98,True
TPSA,high,1,122,539602,217.02,True
TPSA,high,1,123,784332,204.55,True
TPSA,high,1,124,785037,227.29,True
TPSA,high,1,125,379869,223.17,True
TPSA,high,1,126,743871,202.76999999999995,True
TPSA,high,1,127,350126,213.72,True
TPSA,high,1,128,696502,220.96,True
TPSA,high,1,129,386076,204.85,True
TPSA,high,1,130,17513,206.97,True
TPSA,high,1,131,1250,210.81,True
TPSA,high,1,132,588950,201.74999999999997,True
TPSA,high,1,133,177395,211.75,True
TPSA,high,1,134,399505,219.86999999999995,True
TPSA,high,1,135,55895,204.0,True
TPSA,high,1,136,156380,268.67999999999995,True
TPSA,high,1,137,438065,211.82,True
TPSA,high,1,138,658466,207.93,True
TPSA,high,1,139,536799,223.5,True
TPSA,high,1,140,306290,313.92,False
TPSA,high,1,141,273512,237.25,False
TPSA,high,1,142,757296,211.39,False
TPSA,high,1,143,700342,262.38000000000005,False
TPSA,high,1,144,72898,201.85,False
TPSA,high,1,145,221523,231.01999999999995,False
TPSA,high,1,146,340135,219.83999999999995,False
TPSA,high,1,147,378936,204.89,False
TPSA,high,1,148,638826,237.83,False
TPSA,high,1,149,439344,221.04,False
TPSA,high,1,150,339233,203.73,False
TPSA,high,1,151,782091,210.79,False
TPSA,high,1,152,375093,205.76,False
TPSA,high,1,153,76620,213.27999999999997,False
TPSA,high,1,154,159443,204.96,False
TPSA,high,1,155,294305,268.67999999999995,False
TPSA,high,1,156,271347,207.99,False
TPSA,high,1,157,327995,237.25,False
TPSA,high,1,158,339429,203.46,False
TPSA,high,1,159,410651,224.72,False
TPSA,high,1,160,561566,228.61999999999995,False
TPSA,high,1,161,584728,204.83,False
TPSA,high,1,162,488402,252.32,False
TPSA,high,1,163,212818,203.57,False
TPSA,high,1,164,72847,265.31,False
TPSA,high,1,165,366425,225.63,False
TPSA,high,1,166,81431,213.02,False
TPSA,high,1,167,549487,209.44,False
TPSA,high,1,168,86960,248.38999999999996,False
TPSA,high,1,169,538600,263.66,False
TPSA,high,1,170,361475,237.19,False
TPSA,high,1,171,623121,201.81,False
TPSA,high,1,172,702729,247.05999999999997,False
TPSA,high,1,173,776478,248.39,False
TPSA,high,1,174,356635,228.23999999999995,False
TPSA,high,1,175,605194,245.01,False
TPSA,high,1,176,267559,219.59,False
TPSA,high,1,177,388406,233.42,False
TPSA,high,1,178,454650,274.47,False
TPSA,high,1,179,430704,213.52,False
TPSA,high,1,180,146235,202.94,False
TPSA,high,1,181,155068,208.68,False
TPSA,high,1,182,622917,201.85,False
TPSA,high,1,183,611181,237.45,False
TPSA,high,1,184,704633,212.89,False
TPSA,high,1,185,106700,252.33,False
TPSA,high,1,186,728124,254.23999999999995,False
TPSA,high,1,187,531577,204.73,False
TPSA,high,1,188,374647,223.22,False
TPSA,high,1,189,483374,236.36,False
TPSA,high,1,190,614659,212.35000000000005,False
TPSA,high,1,191,693390,208.65,False
TPSA,high,1,192,99662,202.19,False
TPSA,high,1,193,139224,268.1700000000001,False
TPSA,high,1,194,39126,208.07,False
TPSA,high,1,195,374917,200.63,False
TPSA,high,1,196,647843,245.01,False
TPSA,high,1,197,490859,213.94,False
TPSA,high,1,198,244547,200.65,False
TPSA,high,1,199,359665,209.51,False
TPSA,low,0,0,3458,0.0,True
TPSA,low,0,1,430,0.0,True
TPSA,low,0,2,7456,0.0,True
TPSA,low,0,3,32092,0.0,True
TPSA,low,0,4,3888,0.0,True
TPSA,low,0,5,19282,0.0,True
TPSA,low,0,6,16642,0.0,True
TPSA,low,0,7,9855,0.0,True
TPSA,low,0,8,21515,0.0,True
TPSA,low,0,9,11436,0.0,True
TPSA,low,0,10,30583,0.0,True
TPSA,low,0,11,20654,0.0,True
TPSA,low,0,12,8754,0.0,True
TPSA,low,0,13,22566,0.0,True
TPSA,low,0,14,2412,0.0,True
TPSA,low,0,15,6845,0.0,True
TPSA,low,0,16,20365,0.0,True
TPSA,low,0,17,6635,0.0,True
TPSA,low,0,18,25153,0.0,True
TPSA,low,0,19,21629,0.0,True
TPSA,low,0,20,19379,0.0,True
TPSA,low,0,21,30911,0.0,True
TPSA,low,0,22,390,0.0,True
TPSA,low,0,23,13359,0.0,True
TPSA,low,0,24,7588,0.0,True
TPSA,low,0,25,32156,0.0,True
TPSA,low,0,26,24678,0.0,True
TPSA,low,0,27,16547,0.0,True
TPSA,low,0,28,25433,0.0,True
TPSA,low,0,29,7978,0.0,True
TPSA,low,0,30,33690,0.0,True
TPSA,low,0,31,8429,0.0,True
TPSA,low,0,32,26809,0.0,True
TPSA,low,0,33,20191,0.0,True
TPSA,low,0,34,19923,0.0,True
TPSA,low,0,35,27528,0.0,True
TPSA,low,0,36,24968,0.0,True
TPSA,low,0,37,487,0.0,True
TPSA,low,0,38,28210,0.0,True
TPSA,low,0,39,22564,0.0,True
TPSA,low,0,40,469,0.0,True
TPSA,low,0,41,240,0.0,True
TPSA,low,0,42,443,0.0,True
TPSA,low,0,43,8312,0.0,True
TPSA,low,0,44,9970,0.0,True
TPSA,low,0,45,21050,0.0,True
TPSA,low,0,46,21734,0.0,True
TPSA,low,0,47,19615,0.0,True
TPSA,low,0,48,21572,0.0,True
TPSA,low,0,49,16338,0.0,True
TPSA,low,0,50,21154,0.0,True
TPSA,low,0,51,11231,0.0,True
TPSA,low,0,52,9398,0.0,True
TPSA,low,0,53,21134,0.0,True
TPSA,low,0,54,6067,0.0,True
TPSA,low,0,55,33260,0.0,True
TPSA,low,0,56,8740,0.0,True
TPSA,low,0,57,23487,0.0,True
TPSA,low,0,58,25893,0.0,True
TPSA,low,0,59,28778,0.0,True
TPSA,low,0,60,12650,0.0,True
TPSA,low,0,61,28207,0.0,True
TPSA,low,0,62,29782,0.0,True
TPSA,low,0,63,11751,0.0,True
TPSA,low,0,64,18570,0.0,True
TPSA,low,0,65,11005,0.0,True
TPSA,low,0,66,28318,0.0,True
TPSA,low,0,67,29539,0.0,True
TPSA,low,0,68,29353,0.0,True
TPSA,low,0,69,25490,0.0,True
TPSA,low,0,70,1733,0.0,True
TPSA,low,0,71,8986,0.0,True
TPSA,low,0,72,3140,0.0,True
TPSA,low,0,73,21325,0.0,True
TPSA,low,0,74,1180,0.0,True
TPSA,low,0,75,1413,0.0,True
TPSA,low,0,76,10499,0.0,True
TPSA,low,0,77,28713,0.0,True
TPSA,low,0,78,15354,0.0,True
TPSA,low,0,79,8642,0.0,True
TPSA,low,0,80,19036,0.0,True
TPSA,low,0,81,11230,0.0,True
TPSA,low,0,82,14110,0.0,True
TPSA,low,0,83,1915,0.0,True
TPSA,low,0,84,4950,0.0,True
TPSA,low,0,85,16273,0.0,True
TPSA,low,0,86,15102,0.0,True
TPSA,low,0,87,14967,0.0,True
TPSA,low,0,88,23483,0.0,True
TPSA,low,0,89,34378,0.0,True
TPSA,low,0,90,10651,0.0,True
TPSA,low,0,91,11042,0.0,True
TPSA,low,0,92,28023,0.0,True
TPSA,low,0,93,419,0.0,True
TPSA,low,0,94,8226,0.0,True
TPSA,low,0,95,1706,0.0,True
TPSA,low,0,96,10108,0.0,True
TPSA,low,0,97,23884,0.0,True
TPSA,low,0,98,19303,0.0,True
TPSA,low,0,99,18831,0.0,True
TPSA,low,0,100,20501,0.0,True
TPSA,low,0,101,33132,0.0,True
TPSA,low,0,102,16517,0.0,True
TPSA,low,0,103,13441,0.0,True
TPSA,low,0,104,4938,0.0,True
TPSA,low,0,105,6917,0.0,True
TPSA,low,0,106,24160,0.0,True
TPSA,low,0,107,11036,0.0,True
TPSA,low,0,108,17981,0.0,True
TPSA,low,0,109,1787,0.0,True
TPSA,low,0,110,12404,0.0,True
TPSA,low,0,111,2463,0.0,True
TPSA,low,0,112,3479,0.0,True
TPSA,low,0,113,30589,0.0,True
TPSA,low,0,114,885,0.0,True
TPSA,low,0,115,5479,0.0,True
TPSA,low,0,116,32432,0.0,True
TPSA,low,0,117,777,0.0,True
TPSA,low,0,118,34155,0.0,True
TPSA,low,0,119,11074,0.0,True
TPSA,low,0,120,6466,0.0,True
TPSA,low,0,121,12055,0.0,True
TPSA,low,0,122,15752,0.0,True
TPSA,low,0,123,34002,0.0,True
TPSA,low,0,124,22701,0.0,True
TPSA,low,0,125,1617,0.0,True
TPSA,low,0,126,6398,0.0,True
TPSA,low,0,127,34337,0.0,True
TPSA,low,0,128,5829,0.0,True
TPSA,low,0,129,2474,0.0,True
TPSA,low,0,130,4010,0.0,True
TPSA,low,0,131,13612,0.0,True
TPSA,low,0,132,15390,0.0,True
TPSA,low,0,133,19678,0.0,True
TPSA,low,0,134,1223,0.0,True
TPSA,low,0,135,25870,0.0,True
TPSA,low,0,136,10473,0.0,True
TPSA,low,0,137,16745,0.0,True
TPSA,low,0,138,13014,0.0,True
TPSA,low,0,139,33765,0.0,True
TPSA,low,0,140,31031,0.0,False
TPSA,low,0,141,4204,0.0,False
TPSA,low,0,142,34062,0.0,False
TPSA,low,0,143,25760,0.0,False
TPSA,low,0,144,18933,0.0,False
TPSA,low,0,145,28930,0.0,False
TPSA,low,0,146,3331,0.0,False
TPSA,low,0,147,33299,0.0,False
TPSA,low,0,148,7372,0.0,False
TPSA,low,0,149,16328,0.0,False
TPSA,low,0,150,28634,0.0,False
TPSA,low,0,151,6267,0.0,False
TPSA,low,0,152,13450,0.0,False
TPSA,low,0,153,29121,0.0,False
TPSA,low,0,154,6129,0.0,False
TPSA,low,0,155,15605,0.0,False
TPSA,low,0,156,26646,0.0,False
TPSA,low,0,157,5133,0.0,False
TPSA,low,0,158,31789,0.0,False
TPSA,low,0,159,16445,0.0,False
TPSA,low,0,160,11165,0.0,False
TPSA,low,0,161,20269,0.0,False
TPSA,low,0,162,30687,0.0,False
TPSA,low,0,163,21761,0.0,False
TPSA,low,0,164,30670,0.0,False
TPSA,low,0,165,29843,0.0,False
TPSA,low,0,166,24607,0.0,False
TPSA,low,0,167,22477,0.0,False
TPSA,low,0,168,17836,0.0,False
TPSA,low,0,169,25222,0.0,False
TPSA,low,0,170,20940,0.0,False
TPSA,low,0,171,33102,0.0,False
TPSA,low,0,172,10809,0.0,False
TPSA,low,0,173,5565,0.0,False
TPSA,low,0,174,29658,0.0,False
TPSA,low,0,175,8392,0.0,False
TPSA,low,0,176,34298,0.0,False
TPSA,low,0,177,9532,0.0,False
TPSA,low,0,178,14234,0.0,False
TPSA,low,0,179,29181,0.0,False
TPSA,low,0,180,1314,0.0,False
TPSA,low,0,181,10367,0.0,False
TPSA,low,0,182,33777,0.0,False
TPSA,low,0,183,6439,0.0,False
TPSA,low,0,184,2547,0.0,False
TPSA,low,0,185,27320,0.0,False
TPSA,low,0,186,22018,0.0,False
TPSA,low,0,187,4396,0.0,False
TPSA,low,0,188,14999,0.0,False
TPSA,low,0,189,11393,0.0,False
TPSA,low,0,190,14458,0.0,False
TPSA,low,0,191,30029,0.0,False
TPSA,low,0,192,13302,0.0,False
TPSA,low,0,193,14716,0.0,False
TPSA,low,0,194,32951,0.0,False
TPSA,low,0,195,481,0.0,False
TPSA,low,0,196,26384,0.0,False
TPSA,low,0,197,259,0.0,False
TPSA,low,0,198,4703,0.0,False
TPSA,low,0,199,9037,0.0,False
cLogP,high,1,0,186070,9.547319999999996,True
cLogP,high,1,1,745373,10.81879999999999,True
cLogP,high,1,2,249630,9.770799999999996,True
cLogP,high,1,3,272744,10.472899999999992,True
cLogP,high,1,4,110380,10.53589999999999,True
cLogP,high,1,5,500885,11.566399999999984,True
cLogP,high,1,6,339256,10.069099999999995,True
cLogP,high,1,7,205044,9.471999999999998,True
cLogP,high,1,8,477014,9.559499999999996,True
cLogP,high,1,9,778183,10.33119999999999,True
cLogP,high,1,10,633872,11.052599999999984,True
cLogP,high,1,11,336992,9.441299999999998,True
cLogP,high,1,12,781138,9.831399999999997,True
cLogP,high,1,13,690755,10.94959999999999,True
cLogP,high,1,14,415748,9.591,True
cLogP,high,1,15,352800,9.393899999999997,True
cLogP,high,1,16,338851,9.4228,True
cLogP,high,1,17,330110,10.54499999999999,True
cLogP,high,1,18,83179,9.616499999999997,True
cLogP,high,1,19,202898,10.408399999999991,True
cLogP,high,1,20,313519,9.750499999999995,True
cLogP,high,1,21,3098,9.424699999999994,True
cLogP,high,1,22,78872,9.524039999999998,True
cLogP,high,1,23,437627,9.684299999999991,True
cLogP,high,1,24,546833,9.428,True
cLogP,high,1,25,242712,9.540299999999998,True
cLogP,high,1,26,127144,10.837799999999987,True
cLogP,high,1,27,546707,9.3946,True
cLogP,high,1,28,639462,9.56808,True
cLogP,high,1,29,742315,9.510199999999998,True
cLogP,high,1,30,436687,10.127099999999992,True
cLogP,high,1,31,603067,10.199099999999994,True
cLogP,high,1,32,191762,9.841799999999994,True
cLogP,high,1,33,739064,10.406699999999994,True
cLogP,high,1,34,386475,11.520999999999985,True
cLogP,high,1,35,763507,9.929899999999996,True
cLogP,high,1,36,189219,9.556,True
cLogP,high,1,37,72513,9.668859999999995,True
cLogP,high,1,38,572575,9.4602,True
cLogP,high,1,39,782988,9.903199999999996,True
cLogP,high,1,40,245248,9.426899999999998,True
cLogP,high,1,41,606016,10.62439999999999,True
cLogP,high,1,42,584822,12.13249999999998,True
cLogP,high,1,43,792818,10.708399999999989,True
cLogP,high,1,44,501461,9.470099999999997,True
cLogP,high,1,45,31789,10.21399999999999,True
cLogP,high,1,46,762431,9.881899999999993,True
cLogP,high,1,47,297329,11.520999999999985,True
cLogP,high,1,48,552919,10.345099999999992,True
cLogP,high,1,49,406923,10.008299999999997,True
cLogP,high,1,50,567826,10.017099999999996,True
cLogP,high,1,51,595269,9.892199999999994,True
cLogP,high,1,52,748517,9.962199999999996,True
cLogP,high,1,53,64376,10.800799999999988,True
cLogP,high,1,54,538551,9.803639999999998,True
cLogP,high,1,55,28207,9.647299999999996,True
cLogP,high,1,56,380265,9.435599999999996,True
cLogP,high,1,57,763724,9.914519999999996,True
cLogP,high,1,58,177875,12.22389999999998,True
cLogP,high,1,59,37639,9.988299999999995,True
cLogP,high,1,60,343864,10.65669999999999,True
cLogP,high,1,61,382810,12.109799999999996,True
cLogP,high,1,62,69840,9.594599999999996,True
cLogP,high,1,63,135981,10.026879999999997,True
cLogP,high,1,64,236281,10.21399999999999,True
cLogP,high,1,65,606432,9.851199999999997,True
cLogP,high,1,66,736364,10.34189999999999,True
cLogP,high,1,67,82183,10.215799999999993,True
cLogP,high,1,68,158914,10.352299999999993,True
cLogP,high,1,69,294157,10.786999999999988,True
cLogP,high,1,70,134094,9.531299999999998,True
cLogP,high,1,71,277773,11.329699999999988,True
cLogP,high,1,72,136720,9.778599999999996,True
cLogP,high,1,73,314056,9.755599999999998,True
cLogP,high,1,74,609524,12.600199999999974,True
cLogP,high,1,75,283968,9.383999999999997,True
cLogP,high,1,76,519662,9.967399999999992,True
cLogP,high,1,77,308262,10.23259999999999,True
cLogP,high,1,78,580685,9.775399999999998,True
cLogP,high,1,79,480328,10.058899999999996,True
cLogP,high,1,80,428141,10.528899999999991,True
cLogP,high,1,81,121131,9.678999999999998,True
cLogP,high,1,82,491304,9.501999999999995,True
cLogP,high,1,83,383679,9.428,True
cLogP,high,1,84,585949,11.282239999999986,True
cLogP,high,1,85,538296,9.519499999999995,True
cLogP,high,1,86,64271,9.720139999999992,True
cLogP,high,1,87,65275,11.789799999999984,True
cLogP,high,1,88,668443,10.005539999999993,True
cLogP,high,1,89,471189,9.736399999999998,True
cLogP,high,1,90,119378,10.450499999999993,True
cLogP,high,1,91,436503,9.466099999999994,True
cLogP,high,1,92,294068,9.643899999999997,True
cLogP,high,1,93,54204,9.745299999999997,True
cLogP,high,1,94,251228,9.721799999999996,True
cLogP,high,1,95,408692,9.4171,True
cLogP,high,1,96,221773,9.572799999999996,True
cLogP,high,1,97,528382,9.671599999999996,True
cLogP,high,1,98,118706,9.805499999999997,True
cLogP,high,1,99,531103,9.478699999999998,True
cLogP,high,1,100,183417,9.3976,True
cLogP,high,1,101,660538,10.013499999999995,True
cLogP,high,1,102,22142,10.474599999999988,True
cLogP,high,1,103,515933,9.957699999999996,True
cLogP,high,1,104,1585,9.7177,True
cLogP,high,1,105,89132,11.075199999999986,True
cLogP,high,1,106,316465,9.413999999999996,True
cLogP,high,1,107,783575,10.081699999999994,True
cLogP,high,1,108,571354,9.5307,True
cLogP,high,1,109,130565,9.753599999999995,True
cLogP,high,1,110,542468,9.437259999999998,True
cLogP,high,1,111,699650,10.178099999999992,True
cLogP,high,1,112,394576,9.391699999999998,True
cLogP,high,1,113,233950,9.791599999999994,True
cLogP,high,1,114,566705,9.945999999999996,True
cLogP,high,1,115,88031,9.891639999999994,True
cLogP,high,1,116,460571,10.170899999999994,True
cLogP,high,1,117,209752,9.753779999999995,True
cLogP,high,1,118,154226,11.024799999999988,True
cLogP,high,1,119,363728,9.547599999999996,True
cLogP,high,1,120,345632,9.922399999999996,True
cLogP,high,1,121,127974,9.910199999999994,True
cLogP,high,1,122,703848,9.97799999999999,True
cLogP,high,1,123,232863,9.4947,True
