property,tail,class_label,global_row_index,property_value,used_for_svm_fit
HBA,low,0,43806,0.0,True
HBA,low,0,7372,0.0,True
HBA,low,0,3888,0.0,True
HBA,low,0,5565,0.0,True
HBA,low,0,19036,0.0,True
HBA,low,0,20501,0.0,True
HBA,low,0,24968,0.0,True
HBA,low,0,1706,0.0,True
HBA,low,0,33299,0.0,True
HBA,low,0,14110,0.0,True
HBA,low,0,21761,0.0,True
HBA,low,0,17518,0.0,True
HBA,low,0,41685,0.0,True
HBA,low,0,40061,0.0,False
HBA,low,0,6067,0.0,False
HBA,low,0,42905,0.0,False
HBA,low,0,33260,0.0,False
HBA,low,0,23733,0.0,False
HBA,low,0,36110,0.0,False
HBA,low,0,4703,0.0,False
HBA,low,0,41415,0.0,False
HBA,low,0,10367,0.0,False
HBA,low,0,21154,0.0,False
HBA,low,0,34965,0.0,False
HBA,low,0,8429,0.0,False
HBA,low,0,19028,0.0,False
HBA,low,0,36761,0.0,False
HBA,low,0,8226,0.0,False
HBA,low,0,20654,0.0,False
HBA,low,0,33777,0.0,False
HBA,low,0,6466,0.0,False
HBA,low,0,40379,0.0,False
HBA,low,0,21515,0.0,False
HBA,low,0,15605,0.0,False
HBA,low,0,25433,0.0,False
HBA,low,0,39745,0.0,False
HBA,low,0,29181,0.0,False
HBA,low,0,39691,0.0,False
HBA,low,0,38672,0.0,False
HBA,low,0,31031,0.0,False
HBA,low,0,29539,0.0,False
HBA,low,0,22564,0.0,False
HBA,low,0,32951,0.0,False
HBA,low,0,26646,0.0,False
HBA,low,0,40920,0.0,False
HBA,low,0,14936,0.0,False
HBA,low,0,6845,0.0,False
HBA,low,0,38337,0.0,False
HBA,low,0,11074,0.0,False
HBA,low,0,43636,0.0,False
HBA,low,0,13014,0.0,False
HBA,low,0,19303,0.0,False
HBA,low,0,37129,0.0,False
HBA,low,0,1733,0.0,False
HBA,low,0,13450,0.0,False
HBA,low,0,41984,0.0,False
HBA,low,0,9037,0.0,False
HBA,low,0,4371,0.0,False
HBA,low,0,34314,0.0,False
HBA,low,0,29353,0.0,False
HBA,low,0,6129,0.0,False
HBA,low,0,20191,0.0,False
HBA,low,0,16338,0.0,False
HBA,low,0,19379,0.0,False
HBA,low,0,38826,0.0,False
HBA,low,0,17981,0.0,False
HBA,low,0,19615,0.0,False
HBA,low,0,40835,0.0,False
HBA,low,0,885,0.0,False
HBA,low,0,33765,0.0,False
HBA,low,0,419,0.0,False
HBA,low,0,6267,0.0,False
HBA,low,0,12404,0.0,False
TPSA,high,1,565835,206.6,True
TPSA,high,1,353636,249.82,True
TPSA,high,1,248299,211.89,True
TPSA,high,1,45060,236.65,True
TPSA,high,1,422308,239.96,True
TPSA,high,1,87732,273.24999999999994,True
TPSA,high,1,2536,218.81,True
TPSA,high,1,138777,203.54,True
TPSA,high,1,637663,207.26999999999995,True
TPSA,high,1,83890,229.63,True
TPSA,high,1,273705,253.24,True
TPSA,high,1,571019,202.54,True
TPSA,high,1,245491,213.27999999999997,True
TPSA,high,1,254717,250.58,True
TPSA,high,1,89898,207.93,True
TPSA,high,1,262277,200.49,True
TPSA,high,1,317944,201.15,True
TPSA,high,1,613658,242.51,True
TPSA,high,1,206638,208.87,True
TPSA,high,1,425524,233.42,True
TPSA,high,1,667381,211.42,True
TPSA,high,1,455818,201.25,True
TPSA,high,1,492654,205.05,True
TPSA,high,1,477039,210.54,True
TPSA,high,1,739352,201.4,True
TPSA,high,1,436778,205.88,True
TPSA,high,1,662048,250.31999999999996,True
TPSA,high,1,480239,200.53,True
TPSA,high,1,481512,207.37,True
TPSA,high,1,175425,204.55,True
TPSA,high,1,515648,219.84,True
TPSA,high,1,3401,220.96,True
TPSA,high,1,43927,213.51999999999995,True
TPSA,high,1,785565,233.28,True
TPSA,high,1,619093,271.54,True
TPSA,high,1,128009,215.16,True
TPSA,high,1,701720,206.96,True
TPSA,high,1,151382,209.85,True
TPSA,high,1,300821,202.77,True
TPSA,high,1,490486,214.36999999999995,True
TPSA,high,1,666003,201.28,True
TPSA,high,1,239919,247.64,True
TPSA,high,1,212282,304.74,True
TPSA,high,1,432612,248.39,True
TPSA,high,1,393749,203.46,True
TPSA,high,1,315567,222.02,True
TPSA,high,1,335790,213.52,True
TPSA,high,1,452943,272.13000000000005,True
TPSA,high,1,331479,229.75,True
TPSA,high,1,276881,217.6,True
TPSA,high,1,617820,217.85,True
TPSA,high,1,102099,213.88,True
TPSA,high,1,56173,216.9,True
TPSA,high,1,551308,248.45,True
TPSA,high,1,290705,213.1,True
TPSA,high,1,555303,209.85,True
TPSA,high,1,488990,202.35,True
TPSA,high,1,294410,215.01,True
TPSA,high,1,626544,313.92,True
TPSA,high,1,187538,217.22,True
TPSA,high,1,731936,247.94000000000003,True
TPSA,high,1,601383,291.17999999999995,True
TPSA,high,1,439182,207.99,True
TPSA,high,1,188309,218.06,True
TPSA,high,1,20436,221.89,True
TPSA,high,1,532764,213.52,True
TPSA,high,1,25987,229.69,True
TPSA,high,1,609105,222.92999999999995,True
TPSA,high,1,297042,232.37999999999997,True
TPSA,high,1,403223,248.39,True
TPSA,high,1,104586,205.37,True
TPSA,high,1,314717,268.67999999999995,True
TPSA,high,1,601429,212.38,True
TPSA,high,1,132883,211.56,True
TPSA,high,1,28039,317.11999999999995,True
TPSA,high,1,783421,199.94000000000003,True
TPSA,high,1,648923,216.97000000000003,True
TPSA,high,1,613013,223.58999999999995,True
TPSA,high,1,144010,212.31,True
TPSA,high,1,349773,218.36,True
TPSA,high,1,473495,238.86,True
TPSA,high,1,216857,210.51,True
TPSA,high,1,489380,204.55,True
TPSA,high,1,73652,201.69,True
TPSA,high,1,364881,268.67999999999995,True
TPSA,high,1,315816,204.96,True
TPSA,high,1,554080,210.79,True
TPSA,high,1,87713,279.68,True
TPSA,high,1,602804,217.6,True
TPSA,high,1,472144,211.15999999999997,True
TPSA,high,1,567482,234.17,True
TPSA,high,1,725497,203.08,True
TPSA,high,1,448879,209.76,True
TPSA,high,1,514327,211.23,True
TPSA,high,1,174788,210.79,True
TPSA,high,1,596313,201.11,True
TPSA,high,1,637405,207.78000000000003,True
TPSA,high,1,268156,210.27,True
TPSA,high,1,637747,213.27999999999997,True
TPSA,high,1,575173,203.57,True
TPSA,high,1,184939,200.53,True
TPSA,high,1,134174,217.6,True
TPSA,high,1,452735,236.76,True
TPSA,high,1,309581,216.59999999999997,True
TPSA,high,1,612563,210.79,True
TPSA,high,1,349145,254.23999999999995,True
TPSA,high,1,525065,200.77,True
TPSA,high,1,25290,219.49,True
TPSA,high,1,107820,205.31,True
TPSA,high,1,786579,211.56,True
TPSA,high,1,239649,202.44,True
TPSA,high,1,787816,220.67999999999995,True
TPSA,high,1,632515,200.04,True
TPSA,high,1,698448,212.65,True
TPSA,high,1,626726,216.47,True
TPSA,high,1,39944,213.56,True
TPSA,high,1,752935,219.88,True
TPSA,high,1,443598,211.56,True
TPSA,high,1,770681,253.01999999999995,True
TPSA,high,1,85056,206.85000000000005,True
TPSA,high,1,528659,215.11,True
TPSA,high,1,166526,214.98,True
TPSA,high,1,539602,217.02,True
TPSA,high,1,784332,204.55,True
TPSA,high,1,785037,227.29,True
TPSA,high,1,379869,223.17,True
TPSA,high,1,743871,202.76999999999995,True
TPSA,high,1,350126,213.72,True
TPSA,high,1,696502,220.96,True
TPSA,high,1,386076,204.85,True
TPSA,high,1,17513,206.97,True
TPSA,high,1,1250,210.81,True
TPSA,high,1,588950,201.74999999999997,True
TPSA,high,1,177395,211.75,True
TPSA,high,1,399505,219.86999999999995,True
TPSA,high,1,55895,204.0,True
TPSA,high,1,156380,268.67999999999995,True
TPSA,high,1,438065,211.82,True
TPSA,high,1,658466,207.93,True
TPSA,high,1,536799,223.5,True
TPSA,high,1,306290,313.92,False
TPSA,high,1,273512,237.25,False
TPSA,high,1,757296,211.39,False
TPSA,high,1,700342,262.38000000000005,False
TPSA,high,1,72898,201.85,False
TPSA,high,1,221523,231.01999999999995,False
TPSA,high,1,340135,219.83999999999995,False
TPSA,high,1,378936,204.89,False
TPSA,high,1,638826,237.83,False
TPSA,high,1,439344,221.04,False
TPSA,high,1,339233,203.73,False
TPSA,high,1,782091,210.79,False
TPSA,high,1,375093,205.76,False
TPSA,high,1,76620,213.27999999999997,False
TPSA,high,1,159443,204.96,False
TPSA,high,1,294305,268.67999999999995,False
TPSA,high,1,271347,207.99,False
TPSA,high,1,327995,237.25,False
TPSA,high,1,339429,203.46,False
TPSA,high,1,410651,224.72,False
TPSA,high,1,561566,228.61999999999995,False
TPSA,high,1,584728,204.83,False
TPSA,high,1,488402,252.32,False
TPSA,high,1,212818,203.57,False
TPSA,high,1,72847,265.31,False
TPSA,high,1,366425,225.63,False
TPSA,high,1,81431,213.02,False
TPSA,high,1,549487,209.44,False
TPSA,high,1,86960,248.38999999999996,False
TPSA,high,1,538600,263.66,False
TPSA,high,1,361475,237.19,False
TPSA,high,1,623121,201.81,False
TPSA,high,1,702729,247.05999999999997,False
TPSA,high,1,776478,248.39,False
TPSA,high,1,356635,228.23999999999995,False
TPSA,high,1,605194,245.01,False
TPSA,high,1,267559,219.59,False
TPSA,high,1,388406,233.42,False
TPSA,high,1,454650,274.47,False
TPSA,high,1,430704,213.52,False
TPSA,high,1,146235,202.94,False
TPSA,high,1,155068,208.68,False
TPSA,high,1,622917,201.85,False
TPSA,high,1,611181,237.45,False
TPSA,high,1,704633,212.89,False
TPSA,high,1,106700,252.33,False
TPSA,high,1,728124,254.23999999999995,False
TPSA,high,1,531577,204.73,False
TPSA,high,1,374647,223.22,False
TPSA,high,1,483374,236.36,False
TPSA,high,1,614659,212.35000000000005,False
TPSA,high,1,693390,208.65,False
TPSA,high,1,99662,202.19,False
TPSA,high,1,139224,268.1700000000001,False
TPSA,high,1,39126,208.07,False
TPSA,high,1,374917,200.63,False
TPSA,high,1,647843,245.01,False
TPSA,high,1,490859,213.94,False
TPSA,high,1,244547,200.65,False
TPSA,high,1,359665,209.51,False
TPSA,low,0,3458,0.0,True
TPSA,low,0,430,0.0,True
TPSA,low,0,7456,0.0,True
TPSA,low,0,32092,0.0,True
TPSA,low,0,3888,0.0,True
TPSA,low,0,19282,0.0,True
TPSA,low,0,16642,0.0,True
TPSA,low,0,9855,0.0,True
TPSA,low,0,21515,0.0,True
TPSA,low,0,11436,0.0,True
TPSA,low,0,30583,0.0,True
TPSA,low,0,20654,0.0,True
TPSA,low,0,8754,0.0,True
TPSA,low,0,22566,0.0,True
TPSA,low,0,2412,0.0,True
TPSA,low,0,6845,0.0,True
TPSA,low,0,20365,0.0,True
TPSA,low,0,6635,0.0,True
TPSA,low,0,25153,0.0,True
TPSA,low,0,21629,0.0,True
TPSA,low,0,19379,0.0,True
TPSA,low,0,30911,0.0,True
TPSA,low,0,390,0.0,True
TPSA,low,0,13359,0.0,True
TPSA,low,0,7588,0.0,True
TPSA,low,0,32156,0.0,True
TPSA,low,0,24678,0.0,True
TPSA,low,0,16547,0.0,True
TPSA,low,0,25433,0.0,True
TPSA,low,0,7978,0.0,True
TPSA,low,0,33690,0.0,True
TPSA,low,0,8429,0.0,True
TPSA,low,0,26809,0.0,True
TPSA,low,0,20191,0.0,True
TPSA,low,0,19923,0.0,True
TPSA,low,0,27528,0.0,True
TPSA,low,0,24968,0.0,True
TPSA,low,0,487,0.0,True
TPSA,low,0,28210,0.0,True
TPSA,low,0,22564,0.0,True
TPSA,low,0,469,0.0,True
TPSA,low,0,240,0.0,True
TPSA,low,0,443,0.0,True
TPSA,low,0,8312,0.0,True
TPSA,low,0,9970,0.0,True
TPSA,low,0,21050,0.0,True
TPSA,low,0,21734,0.0,True
TPSA,low,0,19615,0.0,True
TPSA,low,0,21572,0.0,True
TPSA,low,0,16338,0.0,True
TPSA,low,0,21154,0.0,True
TPSA,low,0,11231,0.0,True
TPSA,low,0,9398,0.0,True
TPSA,low,0,21134,0.0,True
TPSA,low,0,6067,0.0,True
TPSA,low,0,33260,0.0,True
TPSA,low,0,8740,0.0,True
TPSA,low,0,23487,0.0,True
TPSA,low,0,25893,0.0,True
TPSA,low,0,28778,0.0,True
TPSA,low,0,12650,0.0,True
TPSA,low,0,28207,0.0,True
TPSA,low,0,29782,0.0,True
TPSA,low,0,11751,0.0,True
TPSA,low,0,18570,0.0,True
TPSA,low,0,11005,0.0,True
TPSA,low,0,28318,0.0,True
TPSA,low,0,29539,0.0,True
TPSA,low,0,29353,0.0,True
TPSA,low,0,25490,0.0,True
TPSA,low,0,1733,0.0,True
TPSA,low,0,8986,0.0,True
TPSA,low,0,3140,0.0,True
TPSA,low,0,21325,0.0,True
TPSA,low,0,1180,0.0,True
TPSA,low,0,1413,0.0,True
TPSA,low,0,10499,0.0,True
TPSA,low,0,28713,0.0,True
TPSA,low,0,15354,0.0,True
TPSA,low,0,8642,0.0,True
TPSA,low,0,19036,0.0,True
TPSA,low,0,11230,0.0,True
TPSA,low,0,14110,0.0,True
TPSA,low,0,1915,0.0,True
TPSA,low,0,4950,0.0,True
TPSA,low,0,16273,0.0,True
TPSA,low,0,15102,0.0,True
TPSA,low,0,14967,0.0,True
TPSA,low,0,23483,0.0,True
TPSA,low,0,34378,0.0,True
TPSA,low,0,10651,0.0,True
TPSA,low,0,11042,0.0,True
TPSA,low,0,28023,0.0,True
TPSA,low,0,419,0.0,True
TPSA,low,0,8226,0.0,True
TPSA,low,0,1706,0.0,True
TPSA,low,0,10108,0.0,True
TPSA,low,0,23884,0.0,True
TPSA,low,0,19303,0.0,True
TPSA,low,0,18831,0.0,True
TPSA,low,0,20501,0.0,True
TPSA,low,0,33132,0.0,True
TPSA,low,0,16517,0.0,True
TPSA,low,0,13441,0.0,True
TPSA,low,0,4938,0.0,True
TPSA,low,0,6917,0.0,True
TPSA,low,0,24160,0.0,True
TPSA,low,0,11036,0.0,True
TPSA,low,0,17981,0.0,True
TPSA,low,0,1787,0.0,True
TPSA,low,0,12404,0.0,True
TPSA,low,0,2463,0.0,True
TPSA,low,0,3479,0.0,True
TPSA,low,0,30589,0.0,True
TPSA,low,0,885,0.0,True
TPSA,low,0,5479,0.0,True
TPSA,low,0,32432,0.0,True
TPSA,low,0,777,0.0,True
TPSA,low,0,34155,0.0,True
TPSA,low,0,11074,0.0,True
TPSA,low,0,6466,0.0,True
TPSA,low,0,12055,0.0,True
TPSA,low,0,15752,0.0,True
TPSA,low,0,34002,0.0,True
TPSA,low,0,22701,0.0,True
TPSA,low,0,1617,0.0,True
TPSA,low,0,6398,0.0,True
TPSA,low,0,34337,0.0,True
TPSA,low,0,5829,0.0,True
TPSA,low,0,2474,0.0,True
TPSA,low,0,4010,0.0,True
TPSA,low,0,13612,0.0,True
TPSA,low,0,15390,0.0,True
TPSA,low,0,19678,0.0,True
TPSA,low,0,1223,0.0,True
TPSA,low,0,25870,0.0,True
TPSA,low,0,10473,0.0,True
TPSA,low,0,16745,0.0,True
TPSA,low,0,13014,0.0,True
TPSA,low,0,33765,0.0,True
TPSA,low,0,31031,0.0,False
TPSA,low,0,4204,0.0,False
TPSA,low,0,34062,0.0,False
TPSA,low,0,25760,0.0,False
TPSA,low,0,18933,0.0,False
TPSA,low,0,28930,0.0,False
TPSA,low,0,3331,0.0,False
TPSA,low,0,33299,0.0,False
TPSA,low,0,7372,0.0,False
TPSA,low,0,16328,0.0,False
TPSA,low,0,28634,0.0,False
TPSA,low,0,6267,0.0,False
TPSA,low,0,13450,0.0,False
TPSA,low,0,29121,0.0,False
TPSA,low,0,6129,0.0,False
TPSA,low,0,15605,0.0,False
TPSA,low,0,26646,0.0,False
TPSA,low,0,5133,0.0,False
TPSA,low,0,31789,0.0,False
TPSA,low,0,16445,0.0,False
TPSA,low,0,11165,0.0,False
TPSA,low,0,20269,0.0,False
TPSA,low,0,30687,0.0,False
TPSA,low,0,21761,0.0,False
TPSA,low,0,30670,0.0,False
TPSA,low,0,29843,0.0,False
TPSA,low,0,24607,0.0,False
TPSA,low,0,22477,0.0,False
TPSA,low,0,17836,0.0,False
TPSA,low,0,25222,0.0,False
TPSA,low,0,20940,0.0,False
TPSA,low,0,33102,0.0,False
TPSA,low,0,10809,0.0,False
TPSA,low,0,5565,0.0,False
TPSA,low,0,29658,0.0,False
TPSA,low,0,8392,0.0,False
TPSA,low,0,34298,0.0,False
TPSA,low,0,9532,0.0,False
TPSA,low,0,14234,0.0,False
TPSA,low,0,29181,0.0,False
TPSA,low,0,1314,0.0,False
TPSA,low,0,10367,0.0,False
TPSA,low,0,33777,0.0,False
TPSA,low,0,6439,0.0,False
TPSA,low,0,2547,0.0,False
TPSA,low,0,27320,0.0,False
TPSA,low,0,22018,0.0,False
TPSA,low,0,4396,0.0,False
TPSA,low,0,14999,0.0,False
TPSA,low,0,11393,0.0,False
TPSA,low,0,14458,0.0,False
TPSA,low,0,30029,0.0,False
TPSA,low,0,13302,0.0,False
TPSA,low,0,14716,0.0,False
TPSA,low,0,32951,0.0,False
TPSA,low,0,481,0.0,False
TPSA,low,0,26384,0.0,False
TPSA,low,0,259,0.0,False
TPSA,low,0,4703,0.0,False
TPSA,low,0,9037,0.0,False
cLogP,high,1,186070,9.547319999999996,True
cLogP,high,1,745373,10.81879999999999,True
cLogP,high,1,249630,9.770799999999996,True
cLogP,high,1,272744,10.472899999999992,True
cLogP,high,1,110380,10.53589999999999,True
cLogP,high,1,500885,11.566399999999984,True
cLogP,high,1,339256,10.069099999999995,True
cLogP,high,1,205044,9.471999999999998,True
cLogP,high,1,477014,9.559499999999996,True
cLogP,high,1,778183,10.33119999999999,True
cLogP,high,1,633872,11.052599999999984,True
cLogP,high,1,336992,9.441299999999998,True
cLogP,high,1,781138,9.831399999999997,True
cLogP,high,1,690755,10.94959999999999,True
cLogP,high,1,415748,9.591,True
cLogP,high,1,352800,9.393899999999997,True
cLogP,high,1,338851,9.4228,True
cLogP,high,1,330110,10.54499999999999,True
cLogP,high,1,83179,9.616499999999997,True
cLogP,high,1,202898,10.408399999999991,True
cLogP,high,1,313519,9.750499999999995,True
cLogP,high,1,3098,9.424699999999994,True
cLogP,high,1,78872,9.524039999999998,True
cLogP,high,1,437627,9.684299999999991,True
cLogP,high,1,546833,9.428,True
cLogP,high,1,242712,9.540299999999998,True
cLogP,high,1,127144,10.837799999999987,True
cLogP,high,1,546707,9.3946,True
cLogP,high,1,639462,9.56808,True
cLogP,high,1,742315,9.510199999999998,True
cLogP,high,1,436687,10.127099999999992,True
cLogP,high,1,603067,10.199099999999994,True
cLogP,high,1,191762,9.841799999999994,True
cLogP,high,1,739064,10.406699999999994,True
cLogP,high,1,386475,11.520999999999985,True
cLogP,high,1,763507,9.929899999999996,True
cLogP,high,1,189219,9.556,True
cLogP,high,1,72513,9.668859999999995,True
cLogP,high,1,572575,9.4602,True
cLogP,high,1,782988,9.903199999999996,True
cLogP,high,1,245248,9.426899999999998,True
cLogP,high,1,606016,10.62439999999999,True
cLogP,high,1,584822,12.13249999999998,True
cLogP,high,1,792818,10.708399999999989,True
cLogP,high,1,501461,9.470099999999997,True
cLogP,high,1,31789,10.21399999999999,True
cLogP,high,1,762431,9.881899999999993,True
cLogP,high,1,297329,11.520999999999985,True
cLogP,high,1,552919,10.345099999999992,True
cLogP,high,1,406923,10.008299999999997,True
cLogP,high,1,567826,10.017099999999996,True
cLogP,high,1,595269,9.892199999999994,True
cLogP,high,1,748517,9.962199999999996,True
cLogP,high,1,64376,10.800799999999988,True
cLogP,high,1,538551,9.803639999999998,True
cLogP,high,1,28207,9.647299999999996,True
cLogP,high,1,380265,9.435599999999996,True
cLogP,high,1,763724,9.914519999999996,True
cLogP,high,1,177875,12.22389999999998,True
cLogP,high,1,37639,9.988299999999995,True
cLogP,high,1,343864,10.65669999999999,True
cLogP,high,1,382810,12.109799999999996,True
cLogP,high,1,69840,9.594599999999996,True
cLogP,high,1,135981,10.026879999999997,True
cLogP,high,1,236281,10.21399999999999,True
cLogP,high,1,606432,9.851199999999997,True
cLogP,high,1,736364,10.34189999999999,True
cLogP,high,1,82183,10.215799999999993,True
cLogP,high,1,158914,10.352299999999993,True
cLogP,high,1,294157,10.786999999999988,True
cLogP,high,1,134094,9.531299999999998,True
cLogP,high,1,277773,11.329699999999988,True
cLogP,high,1,136720,9.778599999999996,True
cLogP,high,1,314056,9.755599999999998,True
cLogP,high,1,609524,12.600199999999974,True
cLogP,high,1,283968,9.383999999999997,True
cLogP,high,1,519662,9.967399999999992,True
cLogP,high,1,308262,10.23259999999999,True
cLogP,high,1,580685,9.775399999999998,True
cLogP,high,1,480328,10.058899999999996,True
cLogP,high,1,428141,10.528899999999991,True
cLogP,high,1,121131,9.678999999999998,True
cLogP,high,1,491304,9.501999999999995,True
cLogP,high,1,383679,9.428,True
cLogP,high,1,585949,11.282239999999986,True
cLogP,high,1,538296,9.519499999999995,True
cLogP,high,1,64271,9.720139999999992,True
cLogP,high,1,65275,11.789799999999984,True
cLogP,high,1,668443,10.005539999999993,True
cLogP,high,1,471189,9.736399999999998,True
cLogP,high,1,119378,10.450499999999993,True
cLogP,high,1,436503,9.466099999999994,True
cLogP,high,1,294068,9.643899999999997,True
cLogP,high,1,54204,9.745299999999997,True
cLogP,high,1,251228,9.721799999999996,True
cLogP,high,1,408692,9.4171,True
cLogP,high,1,221773,9.572799999999996,True
cLogP,high,1,528382,9.671599999999996,True
cLogP,high,1,118706,9.805499999999997,True
cLogP,high,1,531103,9.478699999999998,True
cLogP,high,1,183417,9.3976,True
cLogP,high,1,660538,10.013499999999995,True
cLogP,high,1,22142,10.474599999999988,True
cLogP,high,1,515933,9.957699999999996,True
cLogP,high,1,1585,9.7177,True
cLogP,high,1,89132,11.075199999999986,True
cLogP,high,1,316465,9.413999999999996,True
cLogP,high,1,783575,10.081699999999994,True
cLogP,high,1,571354,9.5307,True
cLogP,high,1,130565,9.753599999999995,True
cLogP,high,1,542468,9.437259999999998,True
cLogP,high,1,699650,10.178099999999992,True
cLogP,high,1,394576,9.391699999999998,True
cLogP,high,1,233950,9.791599999999994,True
cLogP,high,1,566705,9.945999999999996,True
cLogP,high,1,88031,9.891639999999994,True
cLogP,high,1,460571,10.170899999999994,True
cLogP,high,1,209752,9.753779999999995,True
cLogP,high,1,154226,11.024799999999988,True
cLogP,high,1,363728,9.547599999999996,True
cLogP,high,1,345632,9.922399999999996,True
cLogP,high,1,127974,9.910199999999994,True
cLogP,high,1,703848,9.97799999999999,True
cLogP,high,1,232863,9.4947,True
cLogP,high,1,307936,10.294399999999992,True
cLogP,high,1,767094,10.216799999999994,True
cLogP,high,1,454178,9.456499999999997,True
cLogP,high,1,692241,9.892199999999994,True
cLogP,high,1,589385,10.193099999999994,True
cLogP,high,1,754706,9.519499999999995,True
cLogP,high,1,269387,9.557299999999996,True
cLogP,high,1,738856,9.726299999999997,True
cLogP,high,1,652931,9.4304,True
cLogP,high,1,133725,9.765399999999996,True
cLogP,high,1,335201,10.169999999999996,True
cLogP,high,1,172901,9.488999999999995,True
cLogP,high,1,305845,11.495099999999985,True
cLogP,high,1,563449,9.770399999999992,True
cLogP,high,1,53092,9.582799999999995,True
cLogP,high,1,6042,10.231899999999994,True
cLogP,high,1,295796,12.55639999999998,False
cLogP,high,1,686760,10.496399999999992,False
cLogP,high,1,360565,9.749799999999995,False
cLogP,high,1,156758,11.149799999999988,False
cLogP,high,1,157448,9.4332,False
cLogP,high,1,358336,10.348199999999988,False
cLogP,high,1,777,10.097299999999994,False
cLogP,high,1,546608,9.519499999999995,False
cLogP,high,1,214603,10.496399999999992,False
cLogP,high,1,73347,10.209599999999996,False
cLogP,high,1,136969,9.488099999999998,False
cLogP,high,1,229482,9.693799999999992,False
cLogP,high,1,470885,9.533219999999991,False
cLogP,high,1,413200,9.833299999999996,False
cLogP,high,1,562913,9.523919999999997,False
cLogP,high,1,21629,11.371799999999986,False
cLogP,high,1,168782,9.594699999999998,False
cLogP,high,1,208561,10.48679999999999,False
cLogP,high,1,50132,9.47028,False
cLogP,high,1,499734,10.250099999999994,False
cLogP,high,1,8392,10.316399999999993,False
cLogP,high,1,49582,9.5186,False
cLogP,high,1,324841,10.962799999999987,False
cLogP,high,1,462644,9.479599999999994,False
cLogP,high,1,412392,11.242599999999983,False
cLogP,high,1,286949,10.265299999999993,False
cLogP,high,1,68838,9.801199999999994,False
cLogP,high,1,180231,9.626689999999996,False
cLogP,high,1,644927,10.65779999999999,False
cLogP,high,1,438307,11.242599999999983,False
cLogP,high,1,168521,10.48189999999999,False
cLogP,high,1,579102,9.432599999999995,False
cLogP,high,1,258348,10.58259999999999,False
cLogP,high,1,394118,10.661399999999992,False
cLogP,high,1,756877,10.310099999999991,False
cLogP,high,1,686998,10.57799999999999,False
cLogP,high,1,450311,10.095099999999997,False
cLogP,high,1,584014,10.416939999999991,False
cLogP,high,1,429356,11.640199999999986,False
cLogP,high,1,289896,9.866799999999996,False
cLogP,high,1,621732,9.4644,False
cLogP,high,1,511628,9.608399999999998,False
cLogP,high,1,628768,9.433139999999996,False
cLogP,high,1,608418,10.496399999999992,False
cLogP,high,1,238652,9.796099999999996,False
cLogP,high,1,266767,11.011099999999988,False
cLogP,high,1,443,11.056699999999989,False
cLogP,high,1,205176,9.5186,False
cLogP,high,1,531400,10.216799999999994,False
cLogP,high,1,148450,10.45619999999999,False
cLogP,high,1,378716,9.778299999999998,False
cLogP,high,1,136115,9.602299999999994,False
cLogP,high,1,409227,9.434839999999998,False
cLogP,high,1,708396,11.273539999999986,False
cLogP,high,1,199359,9.602199999999998,False
cLogP,high,1,152670,9.406399999999998,False
cLogP,high,1,434474,10.56579999999999,False
cLogP,high,1,299248,9.892199999999994,False
cLogP,high,1,619526,9.410999999999998,False
cLogP,high,1,440731,9.633799999999995,False
cLogP,low,0,276881,-5.668899999999993,True
cLogP,low,0,156380,-7.572999999999988,True
cLogP,low,0,457241,-5.397199999999993,True
cLogP,low,0,358458,-3.4931000000000005,True
cLogP,low,0,439182,-5.655699999999992,True
cLogP,low,0,350126,-3.9766999999999935,True
cLogP,low,0,188309,-4.079199999999999,True
cLogP,low,0,393749,-5.115599999999994,True
cLogP,low,0,783361,-3.789399999999996,True
cLogP,low,0,733147,-4.406199999999994,True
cLogP,low,0,481307,-3.5375999999999976,True
cLogP,low,0,435709,-3.834600000000001,True
cLogP,low,0,152682,-5.253399999999992,True
cLogP,low,0,746982,-3.716699999999999,True
cLogP,low,0,702729,-6.191399999999991,True
cLogP,low,0,2049,-5.397199999999993,True
cLogP,low,0,70641,-3.8589,True
cLogP,low,0,742978,-5.4307999999999925,True
cLogP,low,0,282889,-3.652599999999999,True
cLogP,low,0,539826,-3.7670999999999952,True
cLogP,low,0,658466,-3.943099999999992,True
cLogP,low,0,479136,-3.494899999999996,True
cLogP,low,0,454650,-7.606599999999988,True
cLogP,low,0,327995,-4.276699999999995,True
cLogP,low,0,517909,-5.397199999999993,True
cLogP,low,0,606858,-3.491,True
cLogP,low,0,567482,-3.6560999999999937,True
cLogP,low,0,261044,-4.080699999999998,True
cLogP,low,0,50496,-3.637899999999999,True
cLogP,low,0,766581,-5.397199999999993,True
cLogP,low,0,343193,-3.4569000000000005,True
cLogP,low,0,187538,-5.301499999999988,True
cLogP,low,0,69796,-3.621499999999998,True
cLogP,low,0,385393,-3.871799999999997,True
cLogP,low,0,255366,-3.898799999999997,True
cLogP,low,0,417010,-3.619,True
cLogP,low,0,179884,-3.655899999999993,True
cLogP,low,0,770681,-6.752699999999988,True
cLogP,low,0,565425,-3.607799999999993,True
cLogP,low,0,783421,-3.725399999999997,True
cLogP,low,0,314717,-7.571399999999989,True
cLogP,low,0,87713,-7.936999999999988,True
cLogP,low,0,294305,-7.571399999999989,True
cLogP,low,0,751451,-5.395599999999993,True
cLogP,low,0,637663,-5.109599999999992,True
