prior_pool_row,prior_candidate_id,decoded_selfies,decoded_smiles,canonical_smiles,is_rdkit_valid,selected_for_property_oracle,FractionCSP3,HBA,TPSA,cLogP,BertzCT,HeavyAtomCount,selfies_len_tokens,branch_token_count,ring_token_count,token_entropy
47,47,[C][C][O][C][=Branch1][C][=O][C@@H1][C][C][O][C][=C][Branch2][Ring1][C][=C][Branch1][C][Cl][C][Branch2][Ring2][Ring1][O][C][=C][C][=C][Ring1][=Branch1][C][=C][Branch1][N][C][C][Branch1][C][C][=C][Ring1][#Branch1][C][=N][Ring1][O][C][=C][Ring2][Ring1][#Branch2][Ring2][Ring1][O],CCOC(=O)[C@@H1]CCOC=CC(Cl)C1OC=C2C=C1C=C(CC(C)=CC=N2)C=C,C=CC1=CC2=CC(=COC2C(Cl)C=COCC[CH]C(=O)OCC)N=CC=C(C)C1,True,True,0.34782608695652173,5.0,57.120000000000005,4.9813900000000055,744.9078156936991,29.0,55.0,9.0,10.0,2.178268917826004
48,48,[C-1][#N+1][C][C][Branch1][C][I][C][N][C][=C][C][=C][C][Branch2][Ring1][#Branch2][C][Branch1][Ring2][C][Ring1][O][C][N][C][Branch1][C][O][C][=C][C][Ring1][#Branch1][C][Ring1][=C][Ring2][Ring1][#Branch1],[C-1]#[N+1]CC1(I)CNC=C2C=CCC(C1)C3NC(O)C=CC3C2,[C-]#[N+]CC1(I)CNC=C2C=CCC(C1)C1NC(O)C=CC1C2,True,True,0.5882352941176471,3.0,48.650000000000006,2.3854900000000008,526.7317897189637,22.0,40.0,7.0,7.0,2.1125260957722585
49,49,[C][O][C@@H1][Branch1][C][C][C@H1][C][C][=Branch1][C][=O][N][C][C][C@H1][Branch1][C][N][C][=Branch1][C][=O][C][=C][S][C@H1][Ring1][Branch2][Ring1][=Branch1][=C][C][=Branch1][C][=O][C][C][=C][Ring1][O][C][C][=Branch1][C][=O][C][=C][Branch1][C][C][C],CO[C@@H1](C)[C@H1]CC(=O)NCC[C@H1](N)C(=O)C=CS[C@H1],[CH]SC=CC(=O)[C@@H](N)CCNC(=O)C[CH][C@H](C)OC,True,True,0.5384615384615384,5.0,81.41999999999999,0.9338800000000005,282.41343573651113,19.0,52.0,9.0,3.0,1.9528973582400266
50,50,[C][N][C][=Branch1][C][=O][N][Branch1][C][C][C@H1][C][Branch1][O][C][=Branch1][C][=O][C][Branch1][C][C][=C][Branch1][Branch2][C][C@H1][Ring1][#Branch1][C][=C][O][C][=C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][Branch1][Ring1][C][=O][C][=C][Ring2][Ring1][C][C],CNC(=O)N(C)[C@H1]C(C(=O)C(C1)=CC[C@H1]C=CO)C=C(CC(=O)O)C(C=O)C=C1C,CNC(=O)N(C)[CH]C1C=C(CC(=O)O)C(C=O)C=C(C)CC(=CC[CH]C=CO)C1=O,True,True,0.36363636363636365,5.0,124.01000000000002,2.7633800000000006,746.9078156936991,30.0,53.0,12.0,4.0,2.0100987180882908
51,51,[C][C][=C][C][Branch1][Branch2][C][=C][C][=C][Branch1][C][Br][C][Branch1][=N][O][C][Ring1][Branch2][C][C][=Branch1][C][=O][O][=C][C][=C][Branch1][Ring2][N][=C][C][=C][C][=Branch1][C][=O][C][=C][Ring1][N][=Ring1][Branch1][C][Ring2][Ring1][=N],CC=CC(C1=CC=CBr)C(OC1CC(=O)OCC)=C(N=CC)C2C(=O)C=C2,CC=CC1C(=CC=CBr)C(CC(=O)OCC)OC1=C(N=CC)C1C=CC1=O,True,True,0.38095238095238093,5.0,64.96000000000001,4.423100000000004,730.0,27.0,49.0,9.0,6.0,2.1398356830410674
52,52,[C][N][C][=Branch1][C][=O][C@H1][C][=Branch1][C][=O][N][O][C][Branch1][C][C][=C][C][=C][C][Branch1][=N][O][C][=C][C][=N][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][P][C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][C][Ring2][Ring1][Ring1][C][#N],CNC(=O)[C@H1]C(=O)NOC(C)=CC=C1C(OC=CC2=NC=CC=C2[C@H1]3)CC=CC(O)=C3C1C#N,CNC(=O)[CH]C(=O)NOC(C)=CC=C1C2CC=CC(O)=C([CH]c3cccnc3C=CO2)C1C#N,True,True,0.2,7.0,133.57000000000002,2.7435600000000004,1102.9375829164899,34.0,53.0,8.0,5.0,2.144570732799021
53,53,[C][C][C][Branch2][Ring1][=Branch1][C][N][C][Branch2][Ring1][C][=C][C][=C][C][=C][S][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O][=C][C][=C][Ring1][Branch1][C][#N][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring2][Ring1][Branch2][Ring2][Ring1][=Branch2],CCC(CNCCC=CC=CSC(=O)NCC(=O)O)=CC=CC#N,CCC(=CC=CC#N)CNCCC=CC=CSC(=O)NCC(=O)O,True,True,0.35294117647058826,5.0,102.22,2.9795800000000012,514.7317897189636,24.0,52.0,9.0,8.0,2.0886749629933985
54,54,[C][C][Branch1][C][C][Branch2][Ring2][C][N][C][C][N][C][=C][Branch2][Ring1][=Branch1][C][Branch1][C][Cl][Branch1][C][F][C][C][=C][Branch1][O][C][Branch1][C][C][=O][C][=C][C][=C][Ring1][#Branch1][C][N][Ring1][#C][Ring2][Ring1][Branch1][C][N],C1C(C)(NCC2NC=C(C(Cl)(F)CC=CC(C)=O)C)N21,CC(=O)C=CCC(F)(Cl)C(C)=CNC1CNC2(C)CN12,True,True,0.6428571428571429,4.0,44.13999999999999,1.8808000000000002,434.95466351341577,20.0,49.0,10.0,6.0,2.053589209495798
55,55,[C][C][=C][Branch1][C][Cl][C][O][C][=C][C][=Branch1][#C][=C][Ring1][=Branch1][C][=N][C][=C][Ring1][=Branch1][C][O][C][Ring1][Branch1][C][=C][Ring2][Ring1][Ring2],C1C=C(Cl)C2OC=CC(=C2C=NC3=CCOC3)C=C1,ClC1=CCC=CC2=C(C=NC3=CCOC3)C1OC=C2,True,True,0.26666666666666666,3.0,30.82,3.2630000000000026,532.3856189774723,19.0,32.0,5.0,6.0,1.9837379353998472
56,56,[C][O][C][=C][C][=C][Ring2][=Branch1][Ring1][=Branch1][C][=C][O][C][Branch1][=Branch2][C][C@][C][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][=C][C][N][C][=C][Ring1][=N],C1OC=CC2=C1C=COC3(C[C@]CCO[C@H1]O)[C@@H1]2CNC=C3,O[CH]OCC[C]CC12C=CNC[C@@H]1C1=C(C=CO2)COC=C1,True,True,0.4117647058823529,5.0,59.95,2.21258,488.16769995724513,22.0,34.0,5.0,4.0,2.172312271802154
57,57,[O][=C][O][=C][Ring1][Branch2][C][N][C][=Branch1][C][=O][C][=C][C][=Branch1][Ring1][=C][=O][C][O][C][=Branch1][C][=O][C][Ring1][Ring1],O=COCCNC(=O)C=CC(=C=O)COC(=O)C,CC(=O)OCC(=C=O)C=CC(=O)NCCOC=O,True,True,0.36363636363636365,6.0,98.77000000000001,-0.8470999999999993,359.4995490565423,18.0,28.0,4.0,4.0,1.8767442714967006
58,58,[N][C@H1][Branch1][=Branch1][N][=C][S][C][=O][C][=C][C][Branch2][Ring1][=Branch2][N][Branch2][Ring1][=Branch1][C][=N][C][Branch1][C][F][=C][C][N][Ring1][=Branch2][C][=C][Branch1][C][F][C][N][Ring1][#Branch1][C][=C][Ring1][=C][Cl][=C][Ring2][Ring1][Ring2][F][Ring2][Ring1][Branch2][C][=N][Ring2][Ring1][=N][C],N[C@H1](N=CSC=O)C=CC(NC1=NC(F)=CC2NC=C(F)CN2C)=C1Cl,CN1CC(F)=CNC1C=C(F)N=C1NC(C=C[C@H](N)N=CSC=O)=C1Cl,True,True,0.26666666666666666,7.0,95.10999999999999,1.7141000000000004,687.549955182672,26.0,58.0,11.0,12.0,2.45441631715447
59,59,[C][C][C@][Branch1][C][O][C][Branch1][C][C][N][C@@][Branch1][C][C][C@@H1][Branch1][=N][C][=C][C][Branch1][C][F][=C][C][C@][Ring1][#Branch1][S][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][F],CC[C@](O)C(C)N[C@@](C)[C@@H1](C1=CC(F)=CC[C@]12S)C=C(Cl)C=C2C(=O)CF,CC[C](O)C(C)N[C](C)[C@@H]1C=C(Cl)C=C(C(=O)CF)[C@]2(S)CC=C(F)C=C12,True,True,0.45,4.0,49.33,4.900480000000005,680.8268714730223,27.0,45.0,9.0,2.0,2.1651601931823543
60,60,[C][C][=C][C][Branch2][Ring2][Ring1][C][C][N][C][=C][C][=Branch1][C][=N][C][Branch1][=Branch2][C][=C][Branch1][C][C][O][C][=C][C][Ring1][#Branch2][Cl][C][=C][Ring1][O][Cl][C][Branch1][Ring1][C][=C][C][=N][C][Branch1][C][F][=C][Ring2][Ring1][Branch2],CC1=CC(CCNC=CC(=N)C(C=C(C)OC=C)CCl)C=NC(F)=C1,C=COC(C)=CC(CCl)C(=N)C=CNCCC1C=NC(F)=CC(C)=C1,True,True,0.3684210526315789,4.0,57.47,4.876270000000003,589.5278502336548,25.0,51.0,9.0,7.0,2.087514743965178
61,61,[C][O][C][C][=Branch1][C][=O][O][Branch1][C][Cl][C][O][C][C@][Branch2][Ring1][=Branch2][C][=N][NH1][C][=C][C][=C][Branch1][=Branch1][C][=C][N][Ring1][S][C][=Ring1][#Branch1][C][C][C@H1][Branch1][#Branch1][C][C][O][Ring1][Branch1][C][Ring2][Ring1][C],COCC(=O)OCCl,COCC(=O)OCCl,True,True,0.75,3.0,35.53,0.3723000000000001,54.43856189774725,8.0,49.0,10.0,6.0,2.3667050008899384
62,62,[O][N][C][=N][C][C][C@H1][Ring1][=Branch1][N][C][=C][C][=N][C][Branch1][=Branch2][C][=C][Branch1][C][N][C][C][F][C][=C][C][Br][C][=C][Ring1][=Branch1][C][=C][Ring1][=C][O],ON1C=NCC[C@H1]1NC=CC=NC(C=C(N)CCF)C=CCBr,NC(=CC(C=CCBr)N=CC=CN[C@@H]1CCN=CN1O)CCF,True,True,0.4666666666666667,6.0,86.24,2.1316999999999995,444.6587689043804,23.0,38.0,5.0,3.0,2.063001670082434
63,63,[C][C][=N][C][=C][C][N][C][=C][Branch1][#C][C][=C][C][=Branch1][C][=O][C][=C][C][=C][Ring1][#Branch2][=C][C][=C][Ring1][O][C][=C][Ring2][Ring1][C][=C][Ring1][=Branch1],CC=NC=C1CNC2=C(C3=CC(=O)C=CC=C2C4C)C3C=C1C4,CC=NC=C1CNC2=C3C4=CC(=O)C=CC=C2C(C)CC1=CC43,True,True,0.3,3.0,41.46,3.4060000000000024,783.8949464100461,23.0,36.0,4.0,5.0,1.9154401982165148
64,64,[N][=C][N][O][C][=C][C][C][Branch2][Ring1][=Branch1][S][C][C][=C][Branch1][C][N][C][=N][Ring1][#Branch1][C][=C][C][C][Ring1][Branch1][C][C][=C][C][=C][Branch1][C][F][C][=C][C][=C][Ring2][Ring1][#Branch1][Ring2][Ring1][C],N1=CNOC=CCC(S2CC=C(N)C=N2)=C(F)C=CC=C1,NC1=CC[SH](C2=C(F)C=CC=CN=CNOC=CC2)N=C1,True,True,0.14285714285714285,5.0,72.0,2.5475000000000003,544.5873848810926,21.0,46.0,7.0,7.0,2.041432457384458
65,65,[N][C][=C][C][=C][C][N][Branch1][C][C][S][C][=C][C][=Branch1][C][=O][C][Branch1][C][F][=C][C][=N][Ring1][=N][O][C][C@][Branch1][C][O][C][C@][Ring1][#C][Branch1][C][=C][C][Branch1][=Branch2][C][Branch1][C][C][=C],NC=CC=CC1N(C)SC=CC(=O)C(F)=CC=N1,CN1SC=CC(=O)C(F)=CC=NC1C=CC=CN,True,True,0.16666666666666666,5.0,58.69,1.9417000000000002,413.31926437868293,18.0,47.0,8.0,2.0,2.0548938561675376
66,66,[C][C][O][N][=C][C][=C][Branch1][=C][C][=C][C][C][=Branch2][Ring1][=Branch1][=C][N][C][C][=C][NH1][C][=Ring1][Branch1][C][=C][Ring1][=N][C][=C][C][=C][Ring1][N],CCON=CC=CC1=CCC=CN2C=3C=C[NH1]C=3C=C1C=CC=C2,CCON=CC=CC1=CCC=Cn2ccccc1cc1[nH]ccc12,True,True,0.15,3.0,42.31,4.930100000000004,845.0777974217064,24.0,35.0,4.0,4.0,1.9104375161576843
67,67,[F][C][=C][C][=C][Branch1][P][O][C][C][=N][C][=C][Branch1][C][F][N][Branch1][#Branch2][S][C][=C][C][O][C][C][=C][Ring1][=C][C][Branch1][Ring2][C][C][F][C][C][Ring1][#Branch1][C][=C][C][=C][O],FC=CC=C(OCC1=NC=C(F)NSC=CCOCC=C12)C(CCF)CC2C=CC=CO,OC=CC=CC1CC(CCF)C(=CC=CF)OCC2=NC=C(F)NSC=CCOCC=C21,True,True,0.34782608695652173,6.0,63.08,5.911200000000005,787.894946410046,32.0,44.0,6.0,3.0,2.0041145266454774
68,68,[C][C@@H1][Branch1][C][N][C][Branch1][C][C][C][C][=Branch1][C][=O][C][O][C][=C][C][C][Branch1][C][N][=C][C][=C][C][C][Ring1][#Branch2][=N][Ring1][=Branch1][C][N][=C][C][Ring1][=C][Ring2][Ring1][=Branch1],C[C@@H1](N)C(C)CC(=O)COC1=CCC(N)=C2C=CCC1=N2,CC(CC(=O)COC1=CCC(N)=C2C=CCC1=N2)[C@@H](C)N,True,True,0.5,5.0,90.7,1.8043000000000002,520.2415647232906,21.0,42.0,7.0,5.0,1.9398941600263682
69,69,[C][C@H1][Branch1][Branch2][O][C][Branch1][C][O][C][=C][Branch1][C][O][C][=C][C][C][Branch2][Ring2][C][=C][C][=C][Branch2][Ring1][=Branch1][C][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][C@@H1][C][=C][Branch1][Ring1][C][#N][C][C@H1][Ring1][#Branch1][C][=C][C][Ring2][Ring1][Ring2][=Ring1][O][C][=C][Ring2][Ring1][=N][Ring2][Ring1],C[C@H1](OC1(O)C=C)COC=C2CC3(CC4=C(C[C@H1]3C(=O)[C@@H1]5C=C(C#N)C[C@H1]5C=C)C2)C=C14,C=C[C@@H]1CC(C#N)=C[C@H]1C(=O)[C@@H]1CC2=C3CC14C=C3C(O)(C=C)O[C@@H](C)COC=C(C2)C4,True,True,0.48148148148148145,5.0,79.55,4.448180000000004,1046.086684139083,32.0,61.0,11.0,13.0,2.2713306225326653
70,70,[C][O][C][=C][Branch1][=N][C][Branch1][Ring1][C][O][C][C][=C][C][Branch2][Ring1][N][C][O][C][Branch1][C][Cl][=C][C][=C][Branch1][Ring1][O][C][=C][Ring1][#Branch1][Cl][C][=C][Ring2][Ring1][Ring1][=C],COC=CC(CO)CC=CCCOC(Cl)=CC=C(OC)CCl,COC=CC(CO)CC=CCCOC(Cl)=CC=C(CCl)OC,True,True,0.5,4.0,47.92,3.9573000000000036,359.49954905654243,22.0,41.0,6.0,7.0,2.0015496580254175
71,71,[C][C][=N][C][Branch2][Ring1][Branch1][C][=C][Branch1][C][Cl][C][=C][N][=C][C][Branch1][C][Cl][=N][C][=C][C][C][C][C][Ring1][=C][C][C@H1][Ring1][=Branch1][N][C][Ring2][Ring1][Branch1][=O][O][C],C1C=NC1(C=C(Cl)C=CN=CC(Cl)=NC=CC2CCC)C[C@H1]2NC=O,CCCC1C=CN=C(Cl)C=NC=CC(Cl)=CC2(CC=N2)C[C@H]1NC=O,True,True,0.4444444444444444,4.0,66.18,3.9925000000000024,620.4237512704517,25.0,41.0,6.0,5.0,2.0633806742573375
72,72,[C][N][C][C][N][C][Branch1][#Branch1][C][=C][N][C][Ring1][Branch1][C][=C][N][C][=Branch1][C][=O][S][C][=C][C][C][Ring1][=Branch1][Branch1][=C][C][=Branch1][C][=O][P][=N][C][C][=C][Ring1][Ring2][C][C][N][Branch1][C][C][C],CNCCNC1(C=CNC1)C=CNC(=O)SC=CCC(C(=O)P=NCC=CCC)N(C)C,CCC=CCN=PC(=O)C(CC=CSC(=O)NC=CC1(NCCNC)C=CNC1)N(C)C,True,True,0.5454545454545454,8.0,97.85999999999999,3.0642000000000014,678.8268714730223,32.0,48.0,8.0,4.0,1.9221906806132871
73,73,[C][C][C][C][C][=C][C][Branch2][Ring2][Ring1][C][=C][Branch2][Ring1][P][C][=C][\C][C][C][=Branch1][C][=O][N][C][=C][Ring1][=Branch1][O][C][Ring1][=Branch2][=C][Branch1][Ring1][C][N][C][=C][Ring1][Branch2][C][=Branch1][C][=O][N][P][Ring2][Ring1][Ring2][C][O],C1CCCC=CC1(C=CC=C\C2C3C(=O)NC=C3OC2=C(CN)C=CC(=O)NP)CO,NCC(C=CC(=O)NP)=C1OC2=CNC(=O)C2C1C=CC=CC1(CO)C=CCCCC1,True,True,0.391304347826087,5.0,113.67999999999999,2.1168,850.4692002076929,31.0,52.0,8.0,10.0,2.1485350638071297
74,74,[C][C][O][C][=Branch1][C][=O][/C][C][=C][C][Branch2][Ring1][Ring2][O][C][=C][Branch1][C][O][C][C][=C][C][=Branch1][C][=O][C][Ring1][#C][C][=C][Ring1][C][=C][C][Branch1][Ring1][C][=C],CCOC(=O)/CC=CC(OC=C(O)CC=CC(=O)CC#C)=CCC=C,C#CCC(=O)C=CCC(O)=COC(C=CCC(=O)OCC)=CCC=C,True,True,0.3,5.0,72.83000000000001,3.9105000000000025,582.0180752293278,25.0,40.0,5.0,5.0,1.8910024276597468
75,75,[N][S][C][=Branch1][C][=O][C][=C][C][=C][S][C][=C][N][C][=C][C][=C][Ring1][#Branch1][C][N][C][=C][C][=Branch1][C][=O][C][=C][Ring1][Branch2][Cl][C][C][Ring1][Branch1][Branch1][C][=N][C][=C][C][=C][Ring1][O][C][Ring2][Ring1][Ring2][N],NSC(=O)C=CC=CSC1=CNC=CC=C1C2NC=CC(=O)C=C2Cl,NSC(=O)C=CC=CSC1=CNC=CC=C1C1NC=CC(=O)C=C1Cl,True,True,0.058823529411764705,7.0,84.22,2.985000000000001,711.1372703609896,25.0,51.0,6.0,7.0,2.121520698402631
76,76,[C][C][C][C][=C][C][Branch1][Ring1][C][O][N][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][C][#N][C][=C][Branch1][=Branch2][C][=C][Ring1][=C][C][N][=Ring2][Ring1][=Branch1],CCCC=CC(CO1)N(F)C=CC=C1C#N,CCCC=CC1COC(C#N)=CC=CN1F,True,True,0.4166666666666667,3.0,36.26,2.8491800000000014,322.4376982006962,16.0,35.0,6.0,5.0,2.0032850005187823
77,77,[C][C][Branch1][C][C][O][C][C@][Branch1][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][Ring1][C][=O][C][=N+1][=N-1][C][N][C][C][=Branch1][C][=O][C][N][C][C][Branch1][=N][C][=C][C][=C][Branch1][C][F][C][Branch1][C][I][=C][Ring1][Branch2],CC(C)OC[C@](C(C(=O)O)CC=O)C=[N+1]=[N-1],CC(C)OC[C](C=[N+]=[N-])C(CC=O)C(=O)O,True,True,0.6,3.0,100.0,0.5762899999999997,263.7628977173992,16.0,53.0,11.0,2.0,2.0451320594086217
78,78,[C][S][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring2][Ring1][C][=N][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][=C][C][=C][C][=C][Ring1][=Branch1][F][C][Branch1][C][F][Branch1][C][F][C][P][C][Branch1][C][C][Branch1][C][C][N][=C][Ring2][Ring1][N][F],C1S(=O)C=CC=CC(C2=NC=CC=C2C(F)=CC=CC=CF)CCN=C1F,O=S1C=CC=CC(c2ncccc2C(F)=CC=CC=CF)CCN=C(F)C1,True,True,0.2,3.0,42.32,5.105300000000003,806.1949948497509,27.0,55.0,9.0,6.0,2.038633445547103
79,79,[C][O][C][Branch1][C][C][=C][C][Branch1][S][C][=C][NH1][C][C][=C][C][=C][C][=C][Branch1][=Branch2][F][C][Branch1][C][F][C][O][C][Ring1][=N][Ring1][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][Ring2][Ring1][#Branch2][C][Branch1][C][F][=C][Ring2][Ring1][#Branch2],C=1OC(C)=CC=1C=C[NH1]CC=CC=CC=CF,Cc1cc(C=CNCC=CC=CC=CF)co1,True,True,0.14285714285714285,2.0,25.17,3.743920000000003,411.00163943031856,17.0,55.0,9.0,7.0,2.105059365197368
80,80,[O][=C][Branch1][C][Cl][C][C][O][C][=C][C][Branch2][Ring1][#Branch1][N][Ring1][O][C][=Branch1][C][=O][C][=C][Branch1][C][Cl][C][=C][C][Ring1][#Branch1][=C][C][Branch1][Ring2][C][=C][Ring1][Branch1][C][O][Ring1][#C],O=C(Cl)CCOC=CC(N1C(=O)C=C(Cl)C=CC2=CCC=C2)CO1,O=C(Cl)CCOC=CC1CON1C(=O)C=C(Cl)C=CC1=CCC=C1,True,True,0.29411764705882354,4.0,55.84,3.379800000000002,603.9495684877126,24.0,43.0,8.0,6.0,2.1424212179412057
81,81,[C][C][=C][C][=C][C][=Branch1][C][=O][C][Branch1][S][C][C][O][C][C][O][C][=C][C][Ring1][Branch2][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][Branch1][S][C][C][C][=C][C][=C][Ring1][=Branch1][C][O][C][C][Ring1][#Branch2],CC=CC=CC(=O)C(CC1OCCOC=CC1C=O)OC=CC=C(SC23CC)CC=C2COCC3,CC=CC=CC(=O)C(CC1OCCOC=CC1C=O)OC=CC=C1CC=C2COCCC2(CC)S1,True,True,0.5,7.0,71.06,5.237300000000006,869.7143855964828,35.0,49.0,8.0,3.0,1.770534282304709
82,82,[N][C][Branch1][C][C][C][Branch1][C][C][=C][C][Branch2][Ring2][Ring1][C][O][C][=Branch1][C][=O][C][=C][C][Branch1][Branch2][C][=C][C][Branch1][N][C][C][=Branch1][C][=O][C][=C][O][C][Branch1][C][N][=O][C][C][C@][Ring1][Branch2][Branch1][C][F][C][Ring1][#C][C][=N][Ring2][Ring1][Ring1][C],NC(C)C(C)=CC(COC(=O)C1=CC(C=CCCC(=O)C=COCN)=O)(F)CC=N1,CC(=CC1(F)CC=NC(=CC(=O)C=CCCC(=O)C=COCN)C(=O)OC1)C(C)N,True,True,0.42857142857142855,8.0,134.07,1.8109,744.9078156936991,30.0,60.0,11.0,7.0,2.0426807706896075
83,83,[C][C][C][C][=C][C][Branch1][C][O][C][=C][Branch1][#C][O][C][=N][C][=C][C][=C][C][=C][Branch1][Branch2][O][C][C][Branch1][C][N][C][=C][Ring1][S][C][C][=C][Ring2][Ring1][C][O],CCCC=CC(O)C=C(OC=NC=CC=CC=COCC(N)C)CCC=CO,CCCC=CC(O)C=C(CCC=CO)OC=NC=CC=CC=COCC(C)N,True,True,0.4090909090909091,6.0,97.3,4.431700000000003,546.5873848810925,28.0,41.0,5.0,3.0,1.8080912877873043
84,84,[C][C][=Branch1][C][=O][O][Branch2][Ring1][C][N][=C][C][Branch1][#C][C][Branch1][C][C][Branch1][C][Br][C][=C][C][=N][Ring1][#Branch1][N][C][=Branch1][Ring2][=N][C][=C][N][=C][Ring1][=Branch1][C][N][S][Branch1][C][C][=Branch1][C][=O][=O][C][=C][Branch1][C][O][C][Ring1][Branch2][C][Ring2][Ring2][C],CC(=O)O,CC(=O)O,True,True,0.5,1.0,37.3,0.09089999999999993,23.019550008653873,4.0,60.0,12.0,7.0,2.236287858104918
85,85,[C][C][O][C][=C][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Ring1][=C][C][=C][C][Ring1][=Branch1],CCOC=CNC(=O)C=CC(C)NC(=O)CC=CC,CC=CCC(=O)NC(C)C=CC(=O)NC=COCC,True,True,0.42857142857142855,3.0,67.43,1.6374,339.0498111861477,19.0,29.0,4.0,2.0,1.644995829694847
86,86,[C][C][N][C][Branch1][C][C][Branch2][Ring2][C][=C][S][C][Branch1][=Branch1][C][=C][Ring1][C][C][C][=Branch1][C][=O][N][C][=N][C][Branch1][C][C][=C][Ring1][O][C][C][=C][Branch1][#Branch1][C@H1][C][=C][Ring1][=C][C][Branch1][C][O][=C][Ring2][Ring1][O][C],CCN1C(C)(CSC(C#CC)C(=O)NC=NC(C)=CCC=C[C@H1]C=CC)COC1C,CC#CC(SCC1(C)COC(C)N1CC)C(=O)NC=NC(C)=CCC=C[CH]C=CC,True,True,0.5416666666666666,5.0,53.93000000000001,4.343290000000004,687.2852926761817,30.0,53.0,9.0,6.0,2.0330958385844955
87,87,[C][C][C@@H1][C][Branch2][Ring2][Branch1][C][C][=Branch1][C][=O][N][C][=C][C][Branch1][C][O][C][Branch1][C][O][C][C][=C][N][C][=N][C][Branch2][Ring1][=Branch1][C][=Ring1][Branch1][N][C][Ring1][=N][=C][C][Ring1][P][Ring2][Ring1][Branch1],CC[C@@H1]CCC(=O)NC=C1C(O2)C(O)CC=CN3C=NCC3NC2=CC1,CC[CH]CCC(=O)NC=C1CC=C2NC3CN=CN3C=CCC(O)C1O2,True,True,0.5263157894736842,6.0,86.19,1.54919,597.5278502336548,26.0,47.0,9.0,7.0,2.1662709168932683
88,88,[C][O][C][=C][C][N][=N][C][C][=C][C][=C][C][Branch1][=Branch1][C][=C][C][Ring1][=Branch2][=Ring1][=Branch1][C][=C][Ring1][O][C][Ring2][Ring1][C][N][=C][C][C][C][S],COC=CCN=NC12C=CC=CC2C=CC1,COC=CCN=NC12C=CC=CC1C=CC2,True,True,0.38461538461538464,3.0,33.95,3.039600000000002,365.4995490565424,16.0,36.0,4.0,5.0,1.9494625556431795
89,89,[C][O][C][=C][C][Branch2][Ring1][C][O][C][=C][Branch1][Branch2][/C][=C][/C][C][C][=C][Ring1][Branch1][C][O][=N][Ring1][=Branch1][C][=C][C][=O][O][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][C][=C][Ring2][Ring1][Branch2],COC=CC(OC=C(/C=C1/CC2C=C1)CON2)C=CC=O,COC=CC(C=CC=O)OC=C1/C=C2\C=CC(C2)NOC1,True,True,0.3125,5.0,56.79,1.9603999999999997,482.16769995724513,21.0,44.0,7.0,8.0,2.0769936668552966
90,90,[C][C][=Branch1][C][=O][C][=C][Branch2][Ring2][#Branch1][C][C][=C][C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][Branch1][C][C][=O][O][C][C][O][C][=C][Branch1][C][Cl][C][=C][Ring1][=Branch1][C][#N][C][=C][Ring2][Ring1][Ring1][=C][C][=C][Branch1][C][C][=C][Ring1][=Branch2],CC(=O)C=C(CC=CC(C(=O)OC)(C)OOCCOC=C(Cl)C=CC#N)C(C)=C,C=C(C)C(=CC(C)=O)CC=CC(C)(OOCCOC=C(Cl)C=CC#N)C(=O)OC,True,True,0.38095238095238093,7.0,94.85000000000002,4.080680000000004,711.6274953566627,29.0,55.0,11.0,6.0,2.036625539477316
91,91,[N][C][N][=C][Branch1][#Branch2][C][C][Branch1][C][F][=N][C][Branch1][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Ring1][=Branch1][O][C][=N][Ring1][=C][C][=Branch1][C][=O][O][C][=C][Branch1][C][F][C][=C][N][Ring2][Ring1][#Branch2],N1CN=C1CC(F)=NCC(=O)C=CC(F)=C,C=C(F)C=CC(=O)CN=C(F)CC1=NCN1,True,True,0.3,4.0,53.82,1.3121999999999998,361.4995490565424,16.0,49.0,10.0,4.0,2.174738024225985
