prior_candidate_id,decoded_selfies,decoded_smiles,canonical_smiles,is_rdkit_valid,selected_for_property_oracle
59,[C][C][C@][Branch1][C][O][C][Branch1][C][C][N][C@@][Branch1][C][C][C@@H1][Branch1][=N][C][=C][C][Branch1][C][F][=C][C][C@][Ring1][#Branch1][S][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][F],CC[C@](O)C(C)N[C@@](C)[C@@H1](C1=CC(F)=CC[C@]12S)C=C(Cl)C=C2C(=O)CF,CC[C](O)C(C)N[C](C)[C@@H]1C=C(Cl)C=C(C(=O)CF)[C@]2(S)CC=C(F)C=C12,True,True
60,[C][C][=C][C][Branch2][Ring2][Ring1][C][C][N][C][=C][C][=Branch1][C][=N][C][Branch1][=Branch2][C][=C][Branch1][C][C][O][C][=C][C][Ring1][#Branch2][Cl][C][=C][Ring1][O][Cl][C][Branch1][Ring1][C][=C][C][=N][C][Branch1][C][F][=C][Ring2][Ring1][Branch2],CC1=CC(CCNC=CC(=N)C(C=C(C)OC=C)CCl)C=NC(F)=C1,C=COC(C)=CC(CCl)C(=N)C=CNCCC1C=NC(F)=CC(C)=C1,True,True
61,[C][O][C][C][=Branch1][C][=O][O][Branch1][C][Cl][C][O][C][C@][Branch2][Ring1][=Branch2][C][=N][NH1][C][=C][C][=C][Branch1][=Branch1][C][=C][N][Ring1][S][C][=Ring1][#Branch1][C][C][C@H1][Branch1][#Branch1][C][C][O][Ring1][Branch1][C][Ring2][Ring1][C],COCC(=O)OCCl,COCC(=O)OCCl,True,True
62,[O][N][C][=N][C][C][C@H1][Ring1][=Branch1][N][C][=C][C][=N][C][Branch1][=Branch2][C][=C][Branch1][C][N][C][C][F][C][=C][C][Br][C][=C][Ring1][=Branch1][C][=C][Ring1][=C][O],ON1C=NCC[C@H1]1NC=CC=NC(C=C(N)CCF)C=CCBr,NC(=CC(C=CCBr)N=CC=CN[C@@H]1CCN=CN1O)CCF,True,True
63,[C][C][=N][C][=C][C][N][C][=C][Branch1][#C][C][=C][C][=Branch1][C][=O][C][=C][C][=C][Ring1][#Branch2][=C][C][=C][Ring1][O][C][=C][Ring2][Ring1][C][=C][Ring1][=Branch1],CC=NC=C1CNC2=C(C3=CC(=O)C=CC=C2C4C)C3C=C1C4,CC=NC=C1CNC2=C3C4=CC(=O)C=CC=C2C(C)CC1=CC43,True,True
64,[N][=C][N][O][C][=C][C][C][Branch2][Ring1][=Branch1][S][C][C][=C][Branch1][C][N][C][=N][Ring1][#Branch1][C][=C][C][C][Ring1][Branch1][C][C][=C][C][=C][Branch1][C][F][C][=C][C][=C][Ring2][Ring1][#Branch1][Ring2][Ring1][C],N1=CNOC=CCC(S2CC=C(N)C=N2)=C(F)C=CC=C1,NC1=CC[SH](C2=C(F)C=CC=CN=CNOC=CC2)N=C1,True,True
65,[N][C][=C][C][=C][C][N][Branch1][C][C][S][C][=C][C][=Branch1][C][=O][C][Branch1][C][F][=C][C][=N][Ring1][=N][O][C][C@][Branch1][C][O][C][C@][Ring1][#C][Branch1][C][=C][C][Branch1][=Branch2][C][Branch1][C][C][=C],NC=CC=CC1N(C)SC=CC(=O)C(F)=CC=N1,CN1SC=CC(=O)C(F)=CC=NC1C=CC=CN,True,True
66,[C][C][O][N][=C][C][=C][Branch1][=C][C][=C][C][C][=Branch2][Ring1][=Branch1][=C][N][C][C][=C][NH1][C][=Ring1][Branch1][C][=C][Ring1][=N][C][=C][C][=C][Ring1][N],CCON=CC=CC1=CCC=CN2C=3C=C[NH1]C=3C=C1C=CC=C2,CCON=CC=CC1=CCC=Cn2ccccc1cc1[nH]ccc12,True,True
67,[F][C][=C][C][=C][Branch1][P][O][C][C][=N][C][=C][Branch1][C][F][N][Branch1][#Branch2][S][C][=C][C][O][C][C][=C][Ring1][=C][C][Branch1][Ring2][C][C][F][C][C][Ring1][#Branch1][C][=C][C][=C][O],FC=CC=C(OCC1=NC=C(F)NSC=CCOCC=C12)C(CCF)CC2C=CC=CO,OC=CC=CC1CC(CCF)C(=CC=CF)OCC2=NC=C(F)NSC=CCOCC=C21,True,True
68,[C][C@@H1][Branch1][C][N][C][Branch1][C][C][C][C][=Branch1][C][=O][C][O][C][=C][C][C][Branch1][C][N][=C][C][=C][C][C][Ring1][#Branch2][=N][Ring1][=Branch1][C][N][=C][C][Ring1][=C][Ring2][Ring1][=Branch1],C[C@@H1](N)C(C)CC(=O)COC1=CCC(N)=C2C=CCC1=N2,CC(CC(=O)COC1=CCC(N)=C2C=CCC1=N2)[C@@H](C)N,True,True
69,[C][C@H1][Branch1][Branch2][O][C][Branch1][C][O][C][=C][Branch1][C][O][C][=C][C][C][Branch2][Ring2][C][=C][C][=C][Branch2][Ring1][=Branch1][C][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][C@@H1][C][=C][Branch1][Ring1][C][#N][C][C@H1][Ring1][#Branch1][C][=C][C][Ring2][Ring1][Ring2][=Ring1][O][C][=C][Ring2][Ring1][=N][Ring2][Ring1],C[C@H1](OC1(O)C=C)COC=C2CC3(CC4=C(C[C@H1]3C(=O)[C@@H1]5C=C(C#N)C[C@H1]5C=C)C2)C=C14,C=C[C@@H]1CC(C#N)=C[C@H]1C(=O)[C@@H]1CC2=C3CC14C=C3C(O)(C=C)O[C@@H](C)COC=C(C2)C4,True,True
70,[C][O][C][=C][Branch1][=N][C][Branch1][Ring1][C][O][C][C][=C][C][Branch2][Ring1][N][C][O][C][Branch1][C][Cl][=C][C][=C][Branch1][Ring1][O][C][=C][Ring1][#Branch1][Cl][C][=C][Ring2][Ring1][Ring1][=C],COC=CC(CO)CC=CCCOC(Cl)=CC=C(OC)CCl,COC=CC(CO)CC=CCCOC(Cl)=CC=C(CCl)OC,True,True
71,[C][C][=N][C][Branch2][Ring1][Branch1][C][=C][Branch1][C][Cl][C][=C][N][=C][C][Branch1][C][Cl][=N][C][=C][C][C][C][C][Ring1][=C][C][C@H1][Ring1][=Branch1][N][C][Ring2][Ring1][Branch1][=O][O][C],C1C=NC1(C=C(Cl)C=CN=CC(Cl)=NC=CC2CCC)C[C@H1]2NC=O,CCCC1C=CN=C(Cl)C=NC=CC(Cl)=CC2(CC=N2)C[C@H]1NC=O,True,True
72,[C][N][C][C][N][C][Branch1][#Branch1][C][=C][N][C][Ring1][Branch1][C][=C][N][C][=Branch1][C][=O][S][C][=C][C][C][Ring1][=Branch1][Branch1][=C][C][=Branch1][C][=O][P][=N][C][C][=C][Ring1][Ring2][C][C][N][Branch1][C][C][C],CNCCNC1(C=CNC1)C=CNC(=O)SC=CCC(C(=O)P=NCC=CCC)N(C)C,CCC=CCN=PC(=O)C(CC=CSC(=O)NC=CC1(NCCNC)C=CNC1)N(C)C,True,True
73,[C][C][C][C][C][=C][C][Branch2][Ring2][Ring1][C][=C][Branch2][Ring1][P][C][=C][\C][C][C][=Branch1][C][=O][N][C][=C][Ring1][=Branch1][O][C][Ring1][=Branch2][=C][Branch1][Ring1][C][N][C][=C][Ring1][Branch2][C][=Branch1][C][=O][N][P][Ring2][Ring1][Ring2][C][O],C1CCCC=CC1(C=CC=C\C2C3C(=O)NC=C3OC2=C(CN)C=CC(=O)NP)CO,NCC(C=CC(=O)NP)=C1OC2=CNC(=O)C2C1C=CC=CC1(CO)C=CCCCC1,True,True
74,[C][C][O][C][=Branch1][C][=O][/C][C][=C][C][Branch2][Ring1][Ring2][O][C][=C][Branch1][C][O][C][C][=C][C][=Branch1][C][=O][C][Ring1][#C][C][=C][Ring1][C][=C][C][Branch1][Ring1][C][=C],CCOC(=O)/CC=CC(OC=C(O)CC=CC(=O)CC#C)=CCC=C,C#CCC(=O)C=CCC(O)=COC(C=CCC(=O)OCC)=CCC=C,True,True
75,[N][S][C][=Branch1][C][=O][C][=C][C][=C][S][C][=C][N][C][=C][C][=C][Ring1][#Branch1][C][N][C][=C][C][=Branch1][C][=O][C][=C][Ring1][Branch2][Cl][C][C][Ring1][Branch1][Branch1][C][=N][C][=C][C][=C][Ring1][O][C][Ring2][Ring1][Ring2][N],NSC(=O)C=CC=CSC1=CNC=CC=C1C2NC=CC(=O)C=C2Cl,NSC(=O)C=CC=CSC1=CNC=CC=C1C1NC=CC(=O)C=C1Cl,True,True
76,[C][C][C][C][=C][C][Branch1][Ring1][C][O][N][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][C][#N][C][=C][Branch1][=Branch2][C][=C][Ring1][=C][C][N][=Ring2][Ring1][=Branch1],CCCC=CC(CO1)N(F)C=CC=C1C#N,CCCC=CC1COC(C#N)=CC=CN1F,True,True
77,[C][C][Branch1][C][C][O][C][C@][Branch1][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][Ring1][C][=O][C][=N+1][=N-1][C][N][C][C][=Branch1][C][=O][C][N][C][C][Branch1][=N][C][=C][C][=C][Branch1][C][F][C][Branch1][C][I][=C][Ring1][Branch2],CC(C)OC[C@](C(C(=O)O)CC=O)C=[N+1]=[N-1],CC(C)OC[C](C=[N+]=[N-])C(CC=O)C(=O)O,True,True
78,[C][S][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring2][Ring1][C][=N][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][=C][C][=C][C][=C][Ring1][=Branch1][F][C][Branch1][C][F][Branch1][C][F][C][P][C][Branch1][C][C][Branch1][C][C][N][=C][Ring2][Ring1][N][F],C1S(=O)C=CC=CC(C2=NC=CC=C2C(F)=CC=CC=CF)CCN=C1F,O=S1C=CC=CC(c2ncccc2C(F)=CC=CC=CF)CCN=C(F)C1,True,True
79,[C][O][C][Branch1][C][C][=C][C][Branch1][S][C][=C][NH1][C][C][=C][C][=C][C][=C][Branch1][=Branch2][F][C][Branch1][C][F][C][O][C][Ring1][=N][Ring1][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][Ring2][Ring1][#Branch2][C][Branch1][C][F][=C][Ring2][Ring1][#Branch2],C=1OC(C)=CC=1C=C[NH1]CC=CC=CC=CF,Cc1cc(C=CNCC=CC=CC=CF)co1,True,True
80,[O][=C][Branch1][C][Cl][C][C][O][C][=C][C][Branch2][Ring1][#Branch1][N][Ring1][O][C][=Branch1][C][=O][C][=C][Branch1][C][Cl][C][=C][C][Ring1][#Branch1][=C][C][Branch1][Ring2][C][=C][Ring1][Branch1][C][O][Ring1][#C],O=C(Cl)CCOC=CC(N1C(=O)C=C(Cl)C=CC2=CCC=C2)CO1,O=C(Cl)CCOC=CC1CON1C(=O)C=C(Cl)C=CC1=CCC=C1,True,True
81,[C][C][=C][C][=C][C][=Branch1][C][=O][C][Branch1][S][C][C][O][C][C][O][C][=C][C][Ring1][Branch2][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][Branch1][S][C][C][C][=C][C][=C][Ring1][=Branch1][C][O][C][C][Ring1][#Branch2],CC=CC=CC(=O)C(CC1OCCOC=CC1C=O)OC=CC=C(SC23CC)CC=C2COCC3,CC=CC=CC(=O)C(CC1OCCOC=CC1C=O)OC=CC=C1CC=C2COCCC2(CC)S1,True,True
82,[N][C][Branch1][C][C][C][Branch1][C][C][=C][C][Branch2][Ring2][Ring1][C][O][C][=Branch1][C][=O][C][=C][C][Branch1][Branch2][C][=C][C][Branch1][N][C][C][=Branch1][C][=O][C][=C][O][C][Branch1][C][N][=O][C][C][C@][Ring1][Branch2][Branch1][C][F][C][Ring1][#C][C][=N][Ring2][Ring1][Ring1][C],NC(C)C(C)=CC(COC(=O)C1=CC(C=CCCC(=O)C=COCN)=O)(F)CC=N1,CC(=CC1(F)CC=NC(=CC(=O)C=CCCC(=O)C=COCN)C(=O)OC1)C(C)N,True,True
83,[C][C][C][C][=C][C][Branch1][C][O][C][=C][Branch1][#C][O][C][=N][C][=C][C][=C][C][=C][Branch1][Branch2][O][C][C][Branch1][C][N][C][=C][Ring1][S][C][C][=C][Ring2][Ring1][C][O],CCCC=CC(O)C=C(OC=NC=CC=CC=COCC(N)C)CCC=CO,CCCC=CC(O)C=C(CCC=CO)OC=NC=CC=CC=COCC(C)N,True,True
84,[C][C][=Branch1][C][=O][O][Branch2][Ring1][C][N][=C][C][Branch1][#C][C][Branch1][C][C][Branch1][C][Br][C][=C][C][=N][Ring1][#Branch1][N][C][=Branch1][Ring2][=N][C][=C][N][=C][Ring1][=Branch1][C][N][S][Branch1][C][C][=Branch1][C][=O][=O][C][=C][Branch1][C][O][C][Ring1][Branch2][C][Ring2][Ring2][C],CC(=O)O,CC(=O)O,True,True
85,[C][C][O][C][=C][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Ring1][=C][C][=C][C][Ring1][=Branch1],CCOC=CNC(=O)C=CC(C)NC(=O)CC=CC,CC=CCC(=O)NC(C)C=CC(=O)NC=COCC,True,True
86,[C][C][N][C][Branch1][C][C][Branch2][Ring2][C][=C][S][C][Branch1][=Branch1][C][=C][Ring1][C][C][C][=Branch1][C][=O][N][C][=N][C][Branch1][C][C][=C][Ring1][O][C][C][=C][Branch1][#Branch1][C@H1][C][=C][Ring1][=C][C][Branch1][C][O][=C][Ring2][Ring1][O][C],CCN1C(C)(CSC(C#CC)C(=O)NC=NC(C)=CCC=C[C@H1]C=CC)COC1C,CC#CC(SCC1(C)COC(C)N1CC)C(=O)NC=NC(C)=CCC=C[CH]C=CC,True,True
87,[C][C][C@@H1][C][Branch2][Ring2][Branch1][C][C][=Branch1][C][=O][N][C][=C][C][Branch1][C][O][C][Branch1][C][O][C][C][=C][N][C][=N][C][Branch2][Ring1][=Branch1][C][=Ring1][Branch1][N][C][Ring1][=N][=C][C][Ring1][P][Ring2][Ring1][Branch1],CC[C@@H1]CCC(=O)NC=C1C(O2)C(O)CC=CN3C=NCC3NC2=CC1,CC[CH]CCC(=O)NC=C1CC=C2NC3CN=CN3C=CCC(O)C1O2,True,True
88,[C][O][C][=C][C][N][=N][C][C][=C][C][=C][C][Branch1][=Branch1][C][=C][C][Ring1][=Branch2][=Ring1][=Branch1][C][=C][Ring1][O][C][Ring2][Ring1][C][N][=C][C][C][C][S],COC=CCN=NC12C=CC=CC2C=CC1,COC=CCN=NC12C=CC=CC1C=CC2,True,True
89,[C][O][C][=C][C][Branch2][Ring1][C][O][C][=C][Branch1][Branch2][/C][=C][/C][C][C][=C][Ring1][Branch1][C][O][=N][Ring1][=Branch1][C][=C][C][=O][O][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][C][=C][Ring2][Ring1][Branch2],COC=CC(OC=C(/C=C1/CC2C=C1)CON2)C=CC=O,COC=CC(C=CC=O)OC=C1/C=C2\C=CC(C2)NOC1,True,True
90,[C][C][=Branch1][C][=O][C][=C][Branch2][Ring2][#Branch1][C][C][=C][C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][Branch1][C][C][=O][O][C][C][O][C][=C][Branch1][C][Cl][C][=C][Ring1][=Branch1][C][#N][C][=C][Ring2][Ring1][Ring1][=C][C][=C][Branch1][C][C][=C][Ring1][=Branch2],CC(=O)C=C(CC=CC(C(=O)OC)(C)OOCCOC=C(Cl)C=CC#N)C(C)=C,C=C(C)C(=CC(C)=O)CC=CC(C)(OOCCOC=C(Cl)C=CC#N)C(=O)OC,True,True
91,[N][C][N][=C][Branch1][#Branch2][C][C][Branch1][C][F][=N][C][Branch1][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Ring1][=Branch1][O][C][=N][Ring1][=C][C][=Branch1][C][=O][O][C][=C][Branch1][C][F][C][=C][N][Ring2][Ring1][#Branch2],N1CN=C1CC(F)=NCC(=O)C=CC(F)=C,C=C(F)C=CC(=O)CN=C(F)CC1=NCN1,True,True
92,[N][O][C][=Branch1][C][=O][C][C][=Branch1][C][=O][N][=C][Ring1][Branch2][C@H1][Branch1][C][C][C@@H1][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C][Ring1][N][C][=C][Ring1][=N][C][=C][Ring2][Ring1][C][C][=C][Ring1][Branch2][C][=Branch1][C][=O][F],NOC(=O)CC(=O)N=C[C@H1](C)[C@@H1](C(=O)OC1)CC=CC=CC=C1C(=O)F,C[C@@H](C=NC(=O)CC(=O)ON)[C@@H]1CC=CC=CC=C(C(=O)F)COC1=O,True,True
93,[C][O][C][=Branch1][C][=O][C][=N][C][=C][Branch2][Ring1][=C][C][N][C][=C][C][C][Ring1][=Branch1][C][Ring1][#Branch1][N][Branch1][N][C][S][=Branch1][C][=O][C][C][C][=Branch1][C][=O][C][N][Ring1][C],COC(=O)C=NC=CC12NC=CCC1C2N(CS(=O)CCC=O)C=N,COC(=O)C=NC=CC12NC=CCC1C2N(C=N)CS(=O)CCC=O,True,True
94,[C][C][N][C][=C][NH1][C][=Branch1][C][=O][O][C][=C][C][Branch1][C][C][=C][Ring1][N][C][C@H1][Branch1][C][C][C][=C][Branch1][#Branch1][O][C][C][=C][Ring1][#C][Cl][N][C][C][=C][Branch1][C][O][C][=C][Ring2][Ring1][#Branch1][S][Ring2][Ring1][=Branch2][C][=C],CCN1C=C[NH1]C(=O)OC=CC(C)=C1C[C@H1](C)C=C(OCC=C)Cl,C=CCOC(Cl)=C[C@@H](C)CC1=C(C)C=COC(=O)NC=CN1CC,True,True
95,[C][C][C][Branch1][C][N][C][C@@H1][C][=Branch1][C][=O][N][C][C][C@][Ring1][S][C][=Branch1][#Branch1][=C][C][Branch1][C][C][N][C][C][Ring1][=N][C][Ring1][S][C][C][Ring2][Ring1][=Branch1][C][=N][C][Branch1][C][N][=O],C12CC(N)C3[C@@H1]C(=O)NCC[C@]1C(=CC(C)N)CCC3CC2C=NC(N)=O,CC(N)C=C1CCC2CC(C=NC(N)=O)C3CC(N)C2[CH]C(=O)NCC[C]13,True,True
96,[C][O][C][=C][C][Branch2][Ring2][C][C][=C][C][N][=C][Ring1][=Branch1][O][C][C][=C][Branch2][Ring2][C][=C][N][=C][Ring1][=Branch1][C][=Ring1][=Branch2][S][Ring1][N][=Branch1][C][=O][=O][C][Branch1][C][C][O][C][=N][S][Branch1][C][Cl][=C][Ring2][Ring1][=Branch2][N][C][Ring2][Ring1][=N],C1OC=CC21C=CC3N=C2OC4C=CCN=C4CS3(=O)=O,O=S1(=O)CC2=NCC=CC2OC2=NC1C=CC21C=COC1,True,True
97,[C][C][O][C][O][C][C][C][=C][C][Branch1][C][N][C][=C][O][C][=N][Ring1][=Branch1][C][Branch1][C][C][=C][Branch1][C][F][C][=C][N][Ring1][#Branch1][C][#C][C][C][O][C][C][=C][Ring2][Ring1][Branch1],CCOCOCCC=CC(N1)C=COC=N1,CCOCOCCC=CC1C=COC=NN1,True,True
98,[C][O][C][C][=C][Branch1][Branch2][C][C][=C][C][=Branch1][Ring2][=O][C][O][C][C][N][Ring1][=C][C][=C][N][=C][Branch1][#Branch2][C][S][C][=C][N][=C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][O][C][C][Ring1][=Branch2][Ring1][N][C][=C][Ring1],C1OCC=C(CC=CC=O)CCN1C=CN=C(CS2C3=CN=C4C2)C(=O)CCOCC43C#C,C#CC12COCCC(=O)C(=NC=CN3CCC(CC=CC=O)=CCOC3)C[SH]3CC1=NC=C32,True,True
99,[O][C][=N][N][=C][C][=C][C][=C][Branch1][C][F][C][=C][N][=C][Ring1][Branch2][S][N][C][=C][Branch1][Ring1][C][C][=C][C][Branch1][=Branch2][C][=C][N][=C][C][Ring1][=Branch1][=C][Ring1][O][C][=C][Ring2][Ring1][C][=C][=Ring2][Ring1][O],OC=NN=C1C=C2C=C(F)C=CN=C2SNC=C(CC)CC3(C=CN=CC3=C)C=CC1,C=C1C=NC=CC12C=CCC(=NN=CO)C=C1C=C(F)C=CN=C1SNC=C(CC)C2,True,True
100,[C][C][C][=C][C][=C][Branch1][Branch2][C][C][=C][C][=C][Ring1][Branch1][S][Branch1][#C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][F][C][=N][Ring1][#C][C@@H1][Branch1][C][N][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][C][C][=C][C][=Ring1][#Branch2][Ring2][Ring1][Ring1],CCC=C1C=C(C2C=CC=C23)S(C=C(C=C3F)N1[C@@H1])(N=4)C=CC(C(=O)C)C=CC=4,[CH]N1C(=CCC)C=C2C3C=CC=C3C(F)=CC1=CS21C=CC(C(C)=O)C=CC=N1,True,True
101,[C][C][C][=Branch1][C][=O][N][=C][Ring1][=Branch1][C][S][Branch2][Ring1][Branch2][C][=Branch1][C][=O][O][C][Branch1][C][C][=O][=N][C][Branch1][C][C][=C][N][=C][Ring1][=Branch2][C][Branch1][Ring1][O][C][=C][C][=C][Ring2][Ring1][Ring2][F][C][=C][C][=C][Ring1][=Branch2][F],C12CC(=O)N=C1CS(C(=O)OC(C)=O)OC=CC=C2F,CC(=O)OC(=O)[SH]1CC2=NC(=O)CC2C(F)=CC=CO1,True,True
102,[Cl][C][Branch2][C][=Branch1][C][=O][C][Branch1][C][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][O][C][=C][C][Branch1][C][O][C][Branch1][#Branch1][N][C][Branch1][C][C][O][C][N][/S][=Branch1][C][=O][C][=C][C][=C][Ring1][N][Ring2][Ring1][Ring2][C][=C][Ring1][#Branch2],ClC(C=O)C=CC(=O)OC=CC(O)C(N1C(C)O)CN/S(=O)C=CC=C1,CC(O)N1C=CC=CS(=O)NCC1C(O)C=COC(=O)C=CC(Cl)C=O,True,True
103,[C][O][C][=C][Branch1][C][N][C][=C][C][=Branch1][C][=O][N][C][=C][Ring1][Branch2][C][Branch2][Ring1][C][O][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][C][=C][=O][N][=C][Ring1][S],C1OC=C(N2)C=CC(=O)NC=C2C1OC3=CC(C)=CC=C3C=C=O,Cc1ccc(C=C=O)c(OC2COC=C3C=CC(=O)NC=C2N3)c1,True,True
104,[C][#C][C][=C][N][=C][C][Branch1][C][S][C][=C][C][=Branch1][=C][=O][C][=N][O][Ring1][=Branch1][C],C#CC=CN=CC(S)C=CC=O,C#CC=CN=CC(S)C=CC=O,True,True
105,[C][C][C][C][=C][C][Branch1][C][O][C][Branch1][C][C][S][C][=C][Branch1][#Branch2][N][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][#C][C][=C][C][=C][Branch1][C][F][C][Branch1][C][Cl][=C][Ring1][C][Cl][=C][Ring2][Ring1][C][=C][Ring2][Ring1][S],CCCC1=CC(O)C(C)SC=C(NC=CC=CC1)C=CC=C(F)C(Cl)=CCl,CCCC1=CC(O)C(C)SC=C(C=CC=C(F)C(Cl)=CCl)NC=CC=CC1,True,True
106,[C][C][=C][Branch1][Ring2][C][=N][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][#Branch2][C][Branch1][C][F][Branch1][C][F][C][=C][Ring1][=C][N][C][C][=C][Ring1][=Branch1][C][O][C][=Branch1][Ring2][=C][C][=C][C][=Ring1][#Branch1],C1C2=C(C=NC)C2C(=O)N1C(F)(F)C=C,C=CC(F)(F)N1CC2=C(C=NC)C2C1=O,True,True
107,[C][C][C][=C][C][=C][C][=Branch1][C][=O][NH1][C][Branch1][#C][C][O][C][Branch1][C][C][=C][C][Branch1][C][C][=N][N][C][C][Ring1][#Branch1][C][Branch1][O][C][S][C][C][Branch1][C][C][C][C][Ring1][=Branch2][C][Branch1][C][F][=C][Ring2][Ring1][O][C],CCC=CC=C1C(=O)[NH1]C(COC(C)=C2C(C)=NNC)C23C(CSCC(C)CC3)C(F)=C1C,CCC=CC=C1C(=O)NC2COC(C)=C(C(C)=NNC)C23CCC(C)CSCC3C(F)=C1C,True,True
108,[C][N][C][=N][C][Branch1][=N][C][C][=C][N][C][Branch2][Ring1][C][C@H1][Branch1][C][O][N][Ring1][#Branch1][C][=C][Branch1][#C][C][=Branch1][C][=O][N][Ring1][#Branch2][C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][=C][Ring2][Ring1][C][C],C1NC=NC1(CC2=C3N4C[C@H1](O)N2C=CC(=O)N4C(OC)C=C)C=C3C,C=CC(OC)N1C(=O)C=CN2C3=C(C(C)=CC4(CNC=N4)C3)N1C[C@@H]2O,True,True
109,[C][#C][C][C][C][C][Branch1][C][C][=C][Ring1][=Branch1][C][=C][C][Branch2][Ring1][Ring2][C][O][C][=C][Branch1][C][F][C][=C][Branch1][C][\C][C][Ring1][=Branch2][/C][=C][/C][=C][C][=Branch1][C][=O][C][Ring2][Ring1][Ring1],C#CC1CCC(C)=C1C2=CC(C3OC=C(F)C=C(\C)C3/C=C/C=C)C(=O)C2,C#CC1CCC(C)=C1C1=CC(C2OC=C(F)C=C(C)C2/C=C/C=C)C(=O)C1,True,True
110,[C][O][C][=C][Branch1][C][F][C][Branch1][C][N][=C][C][C][Branch2][Ring1][=Branch1][C][=C][C][=C][Branch1][C][F][N][Ring1][#Branch1][C][Branch1][C][C][=C][Ring1][N][C][Branch1][C][I][=C][N][Branch1][#Branch1][C],COC=C(F)C(N)=C1CC(C=CC=C(F)NC(C)=C1CI)=CNC,CNC=C1C=CC=C(F)NC(C)=C(CI)C(=C(N)C(F)=COC)C1,True,True
111,[C][=C][C][=Branch1][C][=O][C][C][O][C][=Branch1][=C][=C][C][=Branch1][Ring2][=C][C][Br][C][=C][Ring1][O][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][C][N][C][C][Branch1][C][O][C][C][Ring1][S][=O],C=CC(=O)C1COC(=CC(=CC2Br)C3=C1C=C)C(O)=C3CNCC(O)CC2=O,C=CC(=O)C1COc2cc3c(c(c2O)CNCC(O)CC(=O)C(Br)C=3)=C1C=C,True,True
112,[C][O][C][C@H1][C][Branch1][#Branch2][C][C][C][=C][C][Branch1][C][F][F][=N][C][Branch2][Ring1][C][N][Branch1][C][F][F][C][=Branch1][C][=O][C][=C][Ring1][N][C][=C][NH1][C][=C][C][Ring1][Branch1][=C][Branch1][C][Cl][C][Ring1][=Branch2],COC[C@H1]C(CCC=CC(F)F)=NC(N(F)F)=CC=C(Cl)C,COC[CH]C(CCC=CC(F)F)=NC(=CC=C(C)Cl)N(F)F,True,True
113,[C][C][C][C][=C][C][Branch2][Ring1][=Branch1][C][N][C][=C][Ring1][Branch1][C][=C][/C][NH1][C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch2],CCCC=CC1CNC=C1C2=C/C[NH1]CC=C(O)C=C2,CCCC=CC1CNC=C1C1=CCNCC=C(O)C=C1,True,True
114,[N][#C][C][=C][C][Branch2][Ring1][P][C][C][=Branch1][C][=O][C][=Branch1][C][=O][O][C][=C][C][=N][C][=C][Ring1][=Branch1][=C][Branch2][Ring1][N][N][C][=Branch1][C][=O][C][C][N][C][=C][C][Branch1][C][F][=N][Ring1][Branch1][C][=C][Ring1][=Branch2][O][C][Ring2][Ring1][#C][=Ring2][Ring1][N],N#CC=CCCC(=O)C(=O)OC1=CC=NC=C1CNC(=O)CCNC2=CC(F)=N2,N#CC=CCCC(=O)C(=O)Oc1ccncc1CNC(=O)CCNC1=CC(F)=N1,True,True
115,[C][S][C][=C][C][Branch1][#Branch1][C][=C][C][C][=C][Ring1][Branch1][N][C][=C][C][=C][Ring1][Branch2][C][Branch1][=C][N][C][=C][Ring1][O][S][Branch1][C][F][=O][C][=C][Ring1][=C][C][#N],CSC=CC(C1=CC2C3=C1)NC=CC=C2C(NC=C3S(F)=O)=CC#N,CSC=CC1NC=CC=C2C(=CC#N)NC=C(S(=O)F)C3=CC1=CC23,True,True
